"IdTelas","Nombre","Descripcion","Medida","Texto1","Texto2","Favorito","PrecioSugerido","Activa","IdTelasCategorias"
623,"Gaytan Wafle","100 % Poliester",1,"Wafle","Cardigan",0,0.00,1,10
624,"Spring Estampados","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
625,"Gaytan French","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,0,1
626,"Surticentro Capitonado","100 % Poliester",0,"Capitonado",,0,0.00,1,10
627,"Sinatex polirayon","87% Poliester 13% Elastano",1,"Polirayon",,0,0.00,1,10
628,"Jelly flame","100 % Poliester",0,"Flame",,0,0.00,1,10
629,"True Colors Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
630,"Casandra Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
631,"Trevia French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
632,"texlan cardigan","100 % Poliester",1,"Cardigan",,0,0.00,1,0
633,"Dannytex Felpa",,1,"Felpa",,0,0.00,1,15
635,"Dannytex Felpa","56% poliester 44% algodon",1,"Tela 1",,0,0.00,1,15
636,"Sekine felpa estampado","90% algodon 10% poliester",1,"Tela 1",,0,0.00,1,0
637,"Telco Estampado","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
638,"Navytex Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
639,"Telco Felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa",,0,0.00,1,15
640,"Kaltex gabardina","100 % Poliester",0,"Gabardina",,0,0.00,1,10
641,"Simjis French","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
642,"Gerardo cuadros","100% Poliester",0,"Jackard",,0,0.00,1,10
643,"Navytex Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
644,"Texnylon Popelina","100 % Poliester",0,"Popelina",,0,0.00,1,10
645,"Dartex Repelente","100 % Poliester",0,"Repelente",,0,0.00,1,10
646,"Sinatex sublimado","100 % Poliester",0,"Sublimado",,0,0.00,1,10
647,"Spring Aletia Afelpado","Felpa 50% Poliester 50% Algod¢n",1,"Aletia","Cardigan",0,0.00,1,15
648,"Textiles Martin French","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
649,"Ikar French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
650,"Ikar Estampado","French Terry 50% Poliester 50% Algod¢n",0,"French",,0,0.00,1,1
652,"Equilibrium Estampado",,1,"Tela 1",,0,0.00,0,3
654,"Equilibrium Estampado","100 % Algod¢n",1,"Tela",,0,0.00,1,3
655,"Telco Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,1
656,"Himesa Manhatan","100 % Poliester",0,"Manhattan",,0,0.00,1,10
657,"True colors French","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
658,"Ponti Roma","47% Algod¢n 47%poleister 6% Ealstano",1,"Ponti Roma",,0,0.00,1,10
659,"Trevia Licra","92%Algod¢n 8% Elastano",1,"Licra",,0,0.00,1,3
660,"Ponchito French","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
661,"Sinatex Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
662,"Briguitex french","French Terry 50% Poliester 50% Algod¢n",1,"Briguitex french",,0,0.00,1,1
663,"Juanico rayas","47% Algod¢n 47%poleister 6% Ealstano",1,"rayas",,0,0.00,1,5
664,"Trevia chifon estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
665,"Sinatex Chifon Estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
666,"Spring Pique","pique",1,"Pique","Cardigan",0,0.00,1,10
667,"Massa Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
668,"Sinatex French Estampado",,1,"Tela 1",,0,0.00,1,0
669,"Massa Chifon Estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
670,"Satex Tul","96 Poliester 4% Elastano",0,"Tul",,0,0.00,1,10
671,"Pegaso French Terry","French Terry 50% Poliester 50% Algod¢n",1,"French Terry","Cardigan",0,70.00,1,1
672,"said chifon","80%Poli‚ster 15% Algodon 5%Elastano",1,"Tela 1",,0,0.00,1,5
673,"Elilea French","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
674,"Spring Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
675,"Evelyn Estampados","French Terry 50% Poliester 50% Algod¢n",1,"Drench",,0,0.00,1,1
676,"ol","Cardigan",1,"Cardigan",,0,0.00,1,10
677,"Telas Internacionales Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
678,"Texiles Moy","Felpa 50% Poliester 50% Algod¢n",1,"Tela 1",,0,0.00,1,1
679,"Textiles Moy French","French Terry 50% Poliester 50% Algod¢n",1,"Tela 1",,0,0.00,1,1
680,"Windsor French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
681,"Krasart Sublimado","Chifon 50% Poliester 50% Algod¢n",1,"Sublimado",,0,0.00,1,5
682,"Said Flame","100 % Poliester",1,"Flame",,0,0.00,1,10
683,"Ole Sport Scooba","100 % Poliester",1,"Scooba",,0,0.00,1,10
684,"Yuri Licra","Likra 94%Poliamida 6%Elastano",0,"Licra",,0,0.00,0,3
685,"Evelyn Pique","pique",1,"Pique","Cardigan",0,0.00,0,3
686,"Pegaso estampado","Felpa 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
687,"Teresa Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
688,"Boneteria Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
689,"Distribuidora Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
690,"Pat Primo Red","100 % Poliester",0,"Mesh",,0,0.00,1,13
691,"Pegaso Felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
692,"Sinatex Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,12
693,"Alta Moda Poliester","100 % Poliester",0,"Poliester",,0,0.00,0,10
694,"Windsor Felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
695,"Telas Centro","100 % Poliester",0,"Poliester",,0,0.00,1,10
696,"Alta moda Sublimado","100 % Poliester",0,"Poliester",,0,0.00,1,10
697,"Pantera Scooba","100 % Poliester",1,"Scooba",,0,0.00,1,10
698,"Windsor Estampado","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
699,"Surticentro Felpa","47% Algod¢n 47%poleister 6% Ealstano",1,"Felpa",,0,0.00,1,4
700,"Textivision French","French Terry 50% Poliester 50% Algod¢n",0,"French",,0,0.00,1,1
701,"Eratex Tul","100 % Poliester",0,"Tul",,0,0.00,1,10
703,"Nahui chifon","100 % Algod¢n",1,"Chifon",,0,0.00,1,5
704,"California french","47% Algod¢n 47%poleister 6% Ealstano",1,"French terry",,0,0.00,1,1
705,"Kamafil French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
706,"Juanico French","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
707,"Yarco Pique","Pique",1,"Pique",,0,0.00,1,10
708,"Texnylon Repelente","87% Poliester 13% Elastano",0,"Repelente",,0,0.00,1,10
710,"Estela mesch","100 % Poliester",0,"Mesch",,0,0.00,0,13
711,"Sekine French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
712,"Sinatex flame","60% Poliester 40% algodon",1,"Flame",,0,0.00,1,10
713,"Sinatex Borrega","Polar 100% Poliester",1,"Borrega",,0,0.00,1,11
714,"Deportextil Estampado","100 % Poliester",0,"Wimbledon",,0,0.00,1,10
716,"Alta Moda Polirayon","79% poliester 19% rayon 2% elastano",1,"Polirayon",,0,0.00,1,10
717,"Pegaso chifon","Chifon 50% Poliester 50% Algod¢n",1,"Pegaso chifon","Cardigan",0,0.00,1,5
718,"Bravo textiles chifon","100 % Algod¢n",1,"Bravo chifon",,0,0.00,1,5
719,"Garcia licra",,1,"Garcia licra",,0,0.00,1,3
721,"Sanatex Bombay","100 % Poliester",0,"Sanatex Bombay",,0,0.00,1,10
722,"Distribuidora chifon","100 % Algod¢n",1,"distribuidora chifon",,0,0.00,1,5
723,"Sartex Tul","100 % Poliester",0,"Sartex tul",,0,0.00,1,10
724,"Sinatex Rayon","90% Algod¢n 10% elastano",1,"Rayon",,0,0.00,1,3
725,"Hector Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
726,"Alfredo Acrilan","100 % Poliester",1,"Acrilan",,0,0.00,0,10
727,"Satex Denim","47% Algod¢n 47%poleister 6% Ealstano",1,"Denim",,0,0.00,1,10
728,"Centro Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",1,0.00,1,5
729,"Texlan Acrilan","100 % Poliester",1,"Acrilan",,0,0.00,1,10
730,"Smartex",,1,"Tela 1",,0,0.00,1,10
731,"Smartex Capitonado","100 % Poliester",1,"Capitonado",,0,0.00,1,10
732,"wind",,1,"Tela 1",,0,0.00,1,0
733,"Sinatex Flame",,1," Flame",,0,0.00,0,3
734,"Sinatex Flame","47% Algod¢n 47%poleister 6% Ealstano",1,"Flame",,0,0.00,1,10
735,"Fito textil Tul","100 % Poliester",0,"Tul",,0,0.00,1,10
736,"Opertel Bombay","100 % Poliester",0,"Bombay",,0,0.00,1,10
737,"Scherezada Bombay","100 % Poliester",0,"Bombay",,0,0.00,1,10
739,"sinatex f",,1,"Tela 1",,0,0.00,0,0
741,"Centro Tul","100 % Poliester",1,"Tul",,0,0.00,1,10
742,"Surticentro Bombay","100 % Poliester",1,"Bombay",,0,0.00,1,11
743,"Ponchio chifon","47%Poli‚ster 47%% Algodon 6%Elastano",1,"Chifon",,0,0.00,1,3
744,"Pantera Saludable","100 % Poliester",1,"Saludable",,0,0.00,1,11
745,"Alto impactoo micro fibra",,1,"Tela 1",,0,0.00,1,0
746,"Alto impacto microfibra","100 % Poliester",1,"Microfibra",,0,0.00,1,9
747,"Spring Chifon Estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
748,"Deportextil Bandon","100 % Poliester",1,"Bandon",,0,0.00,1,10
749,"sp",,1,"Tela 1",,0,0.00,1,0
750,"Linking entretala",,0,"Linking entretela","entretela",0,15.00,1,10
751,"Centro Mesch","100 % Poliester",0,"Mesch",,0,0.00,1,13
752,"Grayontex entretela","100 % Algod¢n",0,"Entretela",,0,0.00,1,10
753,"Centro capitonado","Jackard 100% Poliester",0,"Capitonado",,0,0.00,1,10
754,"Centro licra algodon",,1,"Licra algodon",,0,0.00,1,3
755,"Yarco Pique 1","pique",1,"Pique",,0,0.00,1,10
757,"Kamafil french Lizzy","100 % Poliester",1,"French Terry",,0,0.00,1,10
758,"Satex french","French Terry 50% Poliester 50% Algod¢n",1,"French terry","Cardigan",0,0.00,1,1
759,"Yarnko chifon","100 % Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
760,"Centro cardigan","Cardigan",1,"Cardigan",,0,0.00,1,12
761,"Centro french","80%Poli‚ster 15%Algodon 5%Elastano",1,"French","Cardigan",0,0.00,1,1
762,"VisionTex Scooba","100 % Poliester",0,"Scooba",,0,0.00,1,10
763,"Centro felpa","Felpa 100% Poliester",1,"Felpa","Cardigan",0,0.00,1,15
764,"Kamafil Chifon","Chifon 50% Poliester 50% Algod¢n",1,,,0,0.00,1,10
765,"Centro microfibra","100 % Poliester",1,"Microfibra",,0,0.00,1,10
766,"Chinconcuac french","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
767,"Fulartex Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
768,"Spring French Estampado","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,70.00,1,1
769,"Kamafil Chifon Estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
770,"Kamafil French Estampado","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
771,"Cm Puntada","60% Poliester 40% algodon",1,"Puntada","Cardigan",0,0.00,1,10
772,"Grayontex French","French Terry 50% Poliester 50% Algod¢n",1,"Terry","Cardigan",0,0.00,1,1
774,"Centro S",,1,,,0,0.00,1,0
775,"Centro sportoc",,1,,,0,0.00,1,0
776,"Grayontex Felpa",,1,"Felpa","Cardigan",0,0.00,1,0
777,"Fulartex French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,162.00,1,1
778,"Riviera Mundial Felpa",,1,"Felpa","French",0,0.00,1,0
779,"Dannytex",,1,,,0,0.00,1,12
780,"Danny Tex cardigan",,1,,,0,0.00,1,12
781,"Lucky Textil",,0,"french",,0,0.00,1,1
782,"Lucky textil french","French Terry 50% Poliester 50% Algod¢n",0,,,0,0.00,1,1
783,"Chinconcuac c",,1,"Felpa","Cardigan",0,0.00,1,15
784,"Fulartex felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,172.00,1,15
785,"Spring Felpa Estampada",,1,"Felpa","Cardigan",0,0.00,1,15
786,"Centro Felpa Estampada",,1,"Felpa","Cardigan",0,0.00,1,15
787,"Pegaso Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,10
788,"Grayontex chifon",,1,"Chifon","Cardigan",0,0.00,1,0
789,"Grayontex Felpa Estampada",,1,"Felpa",,0,0.00,1,0
790,"Fulartex Felpa Estampada",,1,"Felpa","Cardigan",0,0.00,1,15
791,"Ansertex felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,0.00,1,15
792,"Del valle chifon",,1,"chifon","cardigan",0,0.00,1,5
793,"Centro vinipiel",,0,"Vinipiel",,0,0.00,1,10
794,"Joaquin Cardigan","Cardigan 100% Algod¢n",1,"Cardigan",,0,0.00,1,12
795,"Pegaso French Estampado","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
796,"Didesma Discovery Strech","100 % Poliester",1,"Discovery Strech","Cardigan",0,0.00,1,10
797,"Didesma Long Gabanna","100 % Poliester",1,"Long Gabanna",,0,0.00,1,6
798,"Didesma Victor","87% Poliester 13% Elastano",1,"Victor",,0,0.00,1,10
799,"Satex Flame","56% poliester 44% algodon",1,"Flame","Cardigan",0,0.00,1,10
800,"Ely Tex Felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa",,0,0.00,1,15
801,"Chinconcuac Licra","Likra 94%Poliamida 6%Elastano",1,"Licra",,0,0.00,1,3
802,"Satex Chifon","100 % Algod¢n",1,"Chifon","Cardigan",0,0.00,1,17
803,"Surticentro Scooba","100 % Poliester",0,"Scobba",,0,0.00,1,10
804,"Pegaso Chifon Estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
805,"Becktel French Joseph","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
806,"Becktel French","French Terry 50% Poliester 50% Algod¢n",1,"French","Cardigan",0,0.00,1,1
807,"Spring Frida","100 % Poliester",1,"Frida",,0,0.00,1,10
809,"Dartex Mesh","100 % Poliester",0,"Mesh",,0,0.00,1,13
810,"Texticlase Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
811,"Pantera Velur","100 % Poliester",1,"Velur",,0,0.00,1,10
812,"Becktel French Estampado","French Terry 50% Poliester 50% Algod¢n",1,"French",,0,0.00,1,1
813,"Becktel Chifon Estampado","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,0.00,1,5
814,"Spring Cardigan","Cardigan",1,"Cardigan",,0,0.00,1,3
815,"Oggi Mezclilla","100 % Poliester",0,"Mezclilla",,0,0.00,1,10
816,"Vivatex Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",0,0.00,1,5
817,"Satex Licra","86% Poliester 14% Elastano",1,"Licra",,0,0.00,1,4
818,"Satex Nitro","100 % Poliester",1,"Nitro",,0,0.00,1,10
819,"Spring Pu¤os","100 % Algod¢n",1,"Pu¤os",,0,148.00,1,3
820,"Spring Cuello","Cardigan",1,"Cuellos",,0,70.00,1,3
821,"Centro Yumangi","100 % Poliester",1,"Yumangi",,0,0.00,1,13
822,"Centro Micro","100 % Poliester",1,"Micro",,0,0.00,1,10
823,"Centro Micro Nike","100 % Poliester",1,"MicroNike",,0,0.00,1,10
825,"Fibrasan Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon",,0,135.00,1,5
826,"Fibrasan French Terry","French Terry 50% Poliester 50% Algod¢n",1,"French terry","Cardigan",0,140.00,1,1
827,"spring",,1,,,0,0.00,1,0
828,"Spring Manchester estampado","100 % Poliester",1,"Manchester",,0,70.00,1,10
829,"Spring Barcelona estampado","100 % Poliester",1,"Barcelona",,0,70.00,1,10
830,"FIBRASAN",,1,,,0,0.00,1,0
831,"Texticlase Cardigan","47% Algod¢n 47%poleister 6% Ealstano",1,"Cardigan",,0,155.00,1,12
832,"Pegaso French Terry","French Terry 50% Poliester 50% Algod¢n",1,"French Terry","Cardigan",0,163.00,1,
834,"Spring Chifon",,1,,,0,0.00,1,5
835,"Del Valle Chif¢n","Chifon 50% Poliester 50% Algod¢n",1,"Chif¢n","C rdigan",0,157.00,1,5
839,"Yarnco Chifon","Chifon 50% Poliester 50% Algod¢n",1,"Chifon","Cardigan",0,164.00,1,5
840,"Ikar Chifon Licra ELITE","95%Algod¢n 5%Elastano",1,"Chifon",,0,220.00,1,3
843,"Surticentro Chif¢n","Chifon 50% Poliester 50% Algod¢n",1,"Chif¢n","Cardigan",0,166.00,1,5
846,"Fibrasan Cardigan","50% alg. 50% pol.",1,"Cardigan","CHI",0,0.00,1,12
847,"Navitex Chif¢n Lycra","95%Algod¢n 5%Elastano",1,"Chif¢n",,0,0.00,1,3
848,"Fibrasan Felpa","Felpa 50% Poliester 50% Algod¢n",1,"Felpa","Cardigan",0,134.00,1,15
849,"FIBRASAN CARDIGAN","Cardigan 50 POLIESTER 50 ALGODON",0,"cardigan",,0,0.00,1,10
850,"Joseph t",,1,,,0,0.00,1,0
851,"Joseph Textil Milenium","100% Poliester",0,"Milenium",,0,20.00,1,13
852,"FIBRASAN CARDIGAN","50%alg 50%pol",1,"Pique",,0,0.00,1,
853,"Becktel cullos /pu¤os","50%alg 50%pol",1,"Pu¤os","cuellos",0,0.00,1,12
854,"FIBRASAN","Cardigan 50 POLIESTER 50 ALGODON",1,"CARDIGAN",,0,0.00,1,10
855,"chifon","47% Algod¢n 47%poleister 6% Ealstano",1,"Chifon",,0,0.00,1,5
856,"Becktel Felpa","50%alg 50%pol",1,"Felpa","Cardigan",0,0.00,1,15
857,"becktel Cardigan","50%alg 50%pol",1,"Cardigan",,0,0.00,1,4
858,"Becktel Pique",,1,,,0,0.00,0,0
859,"Nano Textil rey micro","100% Poliester",0,"Rey micro",,0,0.00,1,6
860,"nano textil cardigan rey micro","100 % Poliester",1,,,0,0.00,1,6
861,"nano textil",,1,,,0,0.00,1,11
864,"humtex rib brush","92%poliester8%spandex",0,"RIB",,0,0.00,1,10
865,"Ikar chifon Licra ELITE","84% algodon 10% poliester 6% licra",1,"chifon",,0,220.00,1,4
866,"yeskan rib brush liso","100 % Poliester",0,"rib",,0,0.00,1,10
867,"LAYLA TEXTIL RIB BRUSH","95%Poliester 5%elastano",0,"RIB",,0,0.00,1,10
868,"becktel chifon 50/50","50%alg 50%pol",1,"chifon","cardigan",0,0.00,1,5
869,"Becktel felpa","83.58% algodon 16.42% poliester",1,"felpa","cardigan",0,0.00,1,10
870,"becktel chifon 90/10","90% Algod¢n 10% elastano",1,"chifon",,0,0.00,1,10
871,"Becitex Chifon Viscosa","94%viscosa 6% elastano",1,"chifon",,0,0.00,1,5
872,"TELAS TONY Capitonado","100% Poliester",0,"Capitonado",,0,0.00,1,10
873,"TELAS TONY Tafeta","100 % Poliester",0,"Tafeta",,0,0.00,1,12
874,"TEXTILES TOBA FRENCH","90% Algod¢n 10% poliester",1,"French",,0,0.00,1,10
875,"Yei-ei textil Rib Brush","95%Poliester 5%elastano",0,,,0,0.00,1,10
876,"Textiles Irlamda rib brush","95%Poliester 5%elastano",0,"rib",,0,0.00,1,10
877,"Del Valle cardigan","50%alg 50%pol",1,"cardigan",,0,0.00,1,10
878,"LéA Telas rib brush","92%Algod¢n 8% Elastano",1,"rib",,0,0.00,1,10
879,"Fibrasan Cardigan MISSOURI","48%algodon 48% poliester 4% elastano",1,"cardigan",,0,0.00,1,10
880,"surtidora del centro","50%alg 50%pol",1,"chifon",,0,0.00,1,5
881,"Skytex  rib","80% algodon 15% poliester 5% elastano",0,"azul",,0,0.00,1,10
882,"Yei Ei  popotillo","50% alg. 50% pol.",1,"Popotillo",,0,0.00,1,3
883,"Inter nevado acrilico avena","80% poliester 20% acrilico",1,"Avena",,0,0.00,1,10
884,"Surtidora del centro acrilico","80% poliester 20% acrilico",1,"Chifon",,0,0.00,1,5
885,"Avante chifon",,1,,,0,0.00,1,16
886,"Avante chifon stresa","50% alg. 50% pol.",1,"Chifon","Cardigan",0,0.00,1,5
887,"Avante chifon miramar","50% alg. 50% pol.",1,"Chifon","Cardigan",0,0.00,1,5
889,"cardigan","Cardigan 50 POLIESTER 50 ALGODON",1,"cardigan",,0,0.00,1,16
890,"Newen felpa","Felpa 70% poliester 30% algodon",1,"Felpa","Cardigan",1,0.00,1,19
891,"Shengtex felpa","65% Poliester 35%Viscosa",1,"Felpa","Cardigan",0,0.00,1,18
892,"Shengtex Brush","100% Poliester",1,"Brush",,0,0.00,1,5
893,"Shengtex Cardigan Rib","80%Poli‚ster 18%Viscosa 2%Elastano",1,"Cardigan",,0,0.00,1,4
894,"Shengtex","60% Poliester 40% algodon",1,"Felpa",,0,0.00,1,10
895,"Lucy felpa   300 grs.",,1,"Felpa",,0,0.00,1,19
896,"Lucy Cardigan rib",,1,"Cardigan",,0,0.00,1,4
898,"Del valle Felpa","50% alg. 50% pol.",1,"Felpa",,0,0.00,1,15
900,"Texticlase Felpa","60% Poliester 40% algodon",1,"Felpa",,0,0.00,1,19
903,"Sekine Chifon","50% alg. 50% pol.",1,"Chifon","Crdigan",0,0.00,1,5
905,"Shengtex parachute","65% Poliester 35%Viscosa",0,"Parachute",,0,0.00,1,10
907,"Rayon challie Rosa","Rayon Challie estampado base Rosa",0,,,0,0.00,1,
908,"Ansertex Dublin normal","100% Poliester Sesame",1,"Dublin",,1,0.00,1,20
909,"Ansertex Dublin normal","100 % Poliester Black iris",1,"Dublin",,1,0.00,1,20
910,"Sekine Chifon peinado Super Black","50% alg. 50% pol.",1,"Cardigan",,1,0.00,1,17
911,"Texticlase Felpa Regia Gris oxford","Felpa Regia 300grs. 60% algod¢n 40% poli‚ster gris",1,"Felpa","Cardigan 2x1",0,0.00,1,19
912,"Skytex Rayon Challie",,1,,,0,0.00,1,0
913,"Skytex Rayon challie Hueso","Rayon Callie estampado base hueso 11-0701 tcx",0,,,1,0.00,1,21
914,"SkytexRayon Challie Rosa","Rayon Challie estampado base Rosa 14-1911",0,,,1,0.00,1,0
915,"Antonie capitonado","100 % Poliester",1,"Capitonado",,0,0.00,1,6
916,"Antonie tafeta","100 % Poliester",1,"tafeta",,0,0.00,1,6
917,"Newen Terry","60%Poli‚ster 40%% Algod¢n",1,"Terry",,0,0.00,1,10
918,"newen",,1,,,0,0.00,1,0
919,"Sekine Intelock","50% alg. 50% pol.",1,"Interlock",,0,0.00,1,10
920,"Sekine Interlock","50% alg. 50% pol.",1,"Interlock",,0,0.00,1,10
921,"Cardigan Forli","50% alg. 50% pol.",1,"cardigan",,0,0.00,1,16
922,"Newen Interlock","Jaquard Interlock",1,"Jaquard Interlock",,0,,1,10
923,"Ikar Chifon",,1,,,0,0.00,1,0
924,"Ikar Chifon Ligero","50%alg 50%pol",1,"Chifon Ligero","Cardigan",0,0.00,1,10
925,"Ikar Chifon","50%alg 50%pol",1,"Chifon Ligero",,0,0.00,1,5
926,"Avante Felpa Juventus","50% alg. 50% pol.",1,"felpa",,0,0.00,1,15
927,"Avante Cardigan","50% alg. 50% pol.",1,"cardigan",,0,0.00,1,16
929,"Kamafil Kamali","52% Poliester 48% Algod¢n",1,"Kamali","cardigan",0,0.00,1,10
931,"Avante French Terry -Florencia",,1,"French",,0,0.00,1,1
932,"Sekine Rib 2x2","48%algodon 48% poliester 4% elastano",1,"Rib 2x2",,0,0.00,1,12
933,"Spring  interloock","52% Poliester 48% Algod¢n",1,"Interloock",,0,0.00,1,6
934,"Bloom terry ibiza","52% Poliester 48% Algod¢n",1,"Terry ibiza","Cardigan",0,0.00,1,1
935,"Bloom chifon Kioto","92%Algod¢n 8% Elastano",1,"Chifon kioto",,0,0.00,1,3
936,"bloom chifon Suiza","50% alg. 50% pol.",1,"chifon Suiza","Cardigan 1x1",0,0.00,1,5
937,"Bloom rib Espa¤a","50% alg. 50% pol.",1,"Rib Espa¤a",,0,0.00,1,16
939,"Bloom chifon gallego","50% alg. 50% pol.",1,"Chifon gallego","Cardigan",0,0.00,1,5
940,"Bloom Rib cardigan eapa¤a","50% alg. 50% pol.",1,"Rib","cuellos",0,0.00,1,16
941,"bloom cardigan Portugal","50% alg. 50% pol.",1,"Cardigan",,0,0.00,1,16
942,"Blomm cargidan estambul","50% alg. 50% pol.",1,"Cardian",,0,0.00,1,16
943,"Bloom terry Espa¤a","50% alg. 50% pol.",1,"Teery","Cardigan",0,0.00,1,1
945,"felpa","97%Algod¢n 3% Elastano",1,"popelina lisa",,0,43.10,1,19
947,"sinotex",,1,"FELPA","CARDIGAN",0,0.00,1,19
948,"felpa",,1,,,0,0.00,1,19
949,"BM JO lulu lemon p","95%Poliester 5%elastano",1,,,0,0.00,1,21
950,"Bloom chifon paula",,1,"chifon","cardigan",0,0.00,1,17
951,"lucky textil poly spun scuba","95%Poliester 5%elastano",1,"poly spun scuba",,0,0.00,1,10
952,"peppetex terry","50% alg. 50% pol.",1,"terry","cardigan",0,0.00,1,1
953,"bloom terry italia","52% Poliester 48% Algod¢n",1,"terry italia","cardigan",0,0.00,1,10
954,"bloom jacquard thermal","50% alg. 50% pol.",1,"jacquard","cardigan",0,0.00,1,10
