"IdNotasDet","IdNotas","IdOrdenes","Descripcion"
7101,2182,2712,"CIERRE DE NYL‡N SEPARABLE 122 PZAS DE 65 CM PARA LA TALLA 16
ELµSTICO DE 2"" PARA PRETINA Y PU•OS 210 MTS (4 ROLLOS 10MTS)"
7102,2183,2712,"ELµSTICO DE 2"" PARA PRETINA Y PU•OS 250 MTS (5 ROLLOS)
CIERRE SEPARABLE 204 PZAS DE 70 CM PARA AMBAS TALLAS"
7103,2183,2712,"EIQUETA BORDADA DE TALLA M-106  G-106
ETIQUETA DE MONARCH TALLA M-109   G-105"
7104,2184,2712,"ELµSTICO DE 2"" PARA PRETINA Y PU•OS 250 MTS (5 ROLLOS)
CIERRE DE NYL‡N SEPARABLE 204 PZAS DE 70 CM PARA LAS DOS TALLAS"
7105,2184,2712,"EIQUETA BORDADA DE TALLA M-105   G-105
ETIQUETA DE MONARCH TALLA M-105   G-105"
7106,,2696,
7107,2185,2696,"ETIQUETA BORDADA DE TALLA XCH- 20 CH-166 M-110 G-95 XG- 20
ETIQUETA BORDADA DE MARCA 400 PZAS 
ETIQUETA MONARCH 410 PZAS
C‡DIGO 317578 XCH-15 CH-169 M-118 G-93 XG-15"
7108,2185,2696,"OJILLO NIQUEL K-145 1,000 PZAS CON CONTRA 
CIERRE BOLSA TRASERA 374 PZAS 
CIERRE BOLSA DELANTERA 750 PZAS"
7109,2185,2696,"JARETA PLANA AZUL MARINO 600 MTZ 
ELµSTICO DE 2 1/2"" PARA PRETINA Y TOBILLO 540 MTS (10 ROLLOS Y MEDIO)"
7110,2186,2712,
7111,2187,2712,"ELµSTICO DE 2"" PARA PRETINA Y PU•OS 250 MTS (5 ROLLOS)
CIERRE NYL‡N SEPARABLE 63 PZAS DE 60 CM TALLA-12 
52 PZAS DE 65 CM TALLA-CH 39 PZAS DE 70 CM TALLA-EX
42 PZAS DE 75 CM TALLA 2X"
7112,2187,2712,"ETIQUETA BORDADA DE TALLA 12- 65  TALLA CH-55
ETIQUETA BORDADA DE TALLA EX-45  TALLA 2X-45
ETIQUETA MONARCH TALLA 12-65 TALLA CH-55
ETIQUETA MONARCH TALLA EX-45 TALLA 2X-45"
7113,2188,2688,"ETIQUETA BORDADA DE TALLA 3/6- 90 PZAS  6/9- 90 PZAS  9/12- 330 PZAS 
12/18- 330 PZAS 18/24- 330 PZAS 2/3- 90 PZAS  3/4-90 PZAS 
C‡DIGO (316492) TALLA 3/6- 86 PZAS 6/9- 82 PZAS 9/12- 330 PZAS"
7114,2188,2688,"C‡DIGO TALLA 12/18- 330 PZAS 18/24- 330 PZAS 2/3- 82 PZAS 3/4-82 PZAS
ETIQUETA MONARCH 1,320 PZAS 
CINTA PALMITA COLOR AVENA 350 MTS
ELµSTICO DE 1 1/4"" 650 METROS (13 ROLLOS)"
7115,2189,2675,"ETIQUETA DE MARCA EXXHIST 1,125 PZAS 
ETIQUETA BORDADA DE TALLA 12-300 PZAS 14-300 PZAS 16-300 PZAS 18-300 PZAS
ETIQUETA MONARCH 1,200 PZAS"
7116,2189,2676,"ETIQUETA DE MARCA EXXHIST 1,125 PZAS
ETIQUETA BORDADA DE TALLA 12-300 PZAS 14-300 PZAS 16-300 PZAS 18-300 PZAS 
ETIQUETA MOBARCH 1,200 PZAS"
7117,2190,2693,"ETIQUETA BORDADA DE MARCA TALLA 3/6-90 PZAS 6/9-90 PZAS 
9/12-330 PZAS 12/18-330 PZAS 18/24-330 PZAS 2/3-90 PZAS 3/4-90 PZAS
ETIQUETA MONARCH 1,310 PZAS"
7118,2190,2693,"C‡DIGO 316505 TALLA 3/6-82 PZAS 6/9-82 PZAS 9/12-330 PZAS 
12/18-330 PZAS 18/24-330 PZAS 2/3-82 PZAS 3/4-82 PZAS
ELµSTICO DE 1 1/4"" PARA PRETINA 650 MTS ( 13 ROLLOS)"
7119,2191,2714,"ETIQUETA BORDADA DE MARCA TALLA CH-425 M-1020 G-540 XG-280
ETIQUETA MONARCH TALLA CH-430 M-1034 G-550 XG-300
ELµSTICO DE 2"" PARA PRETINAS Y PU•OS 2250 MTS (45 ROLLOS)"
7120,2191,2714,"JARETA REDONDA BLANCA 1,480 MTS (7 ROLLOS)
CIERRE SEPARABLE DE NYL‡N 65CM- 212 PZAS 70CM- 912 PZAS"
7121,2193,2714,"ETIQUETA BORDADA DE MARCA TALLA CH-215 M-390
ETIQUETA MONARCH TALLA CH-215 M-400"
7122,2193,2714,"ELµSTICO DE 2"" PARA PRETINA Y PU•OS 700 MTS (14 ROLLOS)
CIERRE SEPARABLE DE NYL‡N 65CM-212 70CM-386"
7123,2194,2713,"ETIQUETA BORDADA DE MARCA CH-215 G-270 XG-140
ETIQUETA MONARCH CH-215 G-275 XG-150
ELASTICO DE 2"" 500 MTS (10 ROLLOS)
JARETA BLANCA REDONDA 813 MTS (4 ROLOS Y 13 MTS)"
7124,2195,2713,"ETIQUETA BORDADA DE MARCA M-515
ETIQUETA MONARCH 515
ELµSTICO DE 2"" 400 MTS (8 ROLLOS)
JARETA BLANCA REDONDA 670 MTS (3 ROLLOS Y 70 MTS)"
7125,2196,2747,"ETIQUETA BORDADA DE TALLA CH-115 M-65 G-65 XG-65
ETIQUETA MONARCH 270 PZAS 
CIERRE VENUS MARINO 103 PZAS DE 65CM 105 PZAS DE 70CM 54 PZAS DE 75CM"
7126,2196,2748,"ETIQUETA BORDADA DE TALLA CH-165 M-115 G-95 XG-65
ETIQUETA MONARCH 410 PZAS 
ELµSTICO DE 2"" 300 MTS (6 ROLLOS)"
7127,2197,2713,"ETIQUETA BORDADA DE MARCA TALLA M-25  G-25
ETIQUETA DE MONARCH TALLA M-25  G-25
ELµSTICO DE 2"" 50 MTS (1 ROLLO)
JARETA REDONDA BLANCA 55 MTS"
7128,2197,2714,"ETIQUETA BORDADA DE MARCA TALLA M- 562
ETIQUETA MONARCH TALLA M-562
ELµSTICO DE 2"" PARA PRETINA Y PU•OS 650 MTS (13 ROLLOS)"
7129,2198,2714,"ETIQUETA BORDADA TALLA CH- 206  G- 170
ETIQUETA MONARCH TALLA CH- 206  G- 170
ELµSTICO DE 2"" PARA PRETINA Y PU•OS 450 MTS (9 ROLLOS)"
7130,2199,2734,"ETIQUETA BORDADA DE TALLA 4-260 6-260 8-260 10-260
ETIQUETA BORDADA DE MARCA 1000 PZAS (10 BOLSITAS DE 100 PZAS CADA UNA)"
7131,2200,2713,"ETIQUETA BORDADA DE TALLA CH-210  M-570  G-160
ETIQUETA DE MONARCH TALLA CH-210  M-570  G-160
ELµSTICO DE 2"" 700 MTS (14 ROLLS) 
JARETA REDONDA BLANCA 1,190 MTS"
7132,2201,2709,"ETIQUETA BORDADA DE TALLA 1540 PZAS 
ETIQUETA MONARCH TALLA 2-240  4-465  6-465  8-465
HILO METALICO COLOR ROSA"
7133,2201,2728,"ETIQUETA BORDADA DE MARCA 725 PZAS 
ETIQUETA BORDADA DE TALLA 4-190  6-190  8-190  10-190 
MONARCH 730 PZAS 
ELµSTICO DE 1/14"" 450 MTS (9 ROLLOS)"
7134,2202,2718,
7135,2203,2718,"ELµSTICO DE 1 1/4"" 500 MTS(10 ROLLOS)
BROCHES PA•ALERO 2,040 PZAS 
C‡DIGO (321178) 1,67 PZAS"
7136,2203,2718,"ETIQUETA BORDADA DE TALLA/MARCA 2,085 PZAS 
ETIQUETA MONARCH PLAYERA 1,050 PZAS 
ETIQUETA MONARCH JOGGER 1,050 PZAS"
7137,2204,2717,"ELµSTICO DE 1 1/4"" 500 MTS (10 ROLLOS)
ETIQUETA BORDADA DE TALLA PARA JOGGER TALLA 3-105 6-105 9-210
ETIQUETA BORDADA DE TALLA PARA JOGGER TALLA 12-210 18-210 2-105 3-105
MONARCH JOGGER 1,075 PZAS"
7138,2204,2717,"ETIQUETA DE C‡DIGO(321177) TALLA  3-104  6-104  9-217  12-217
ETIQUETA DE C‡DIGO(321177) TAKLLA 18-217  2-104  3-104 
BROCHE PA•ALERO PARA PLAYERA 2,050 PZAS DE CADA PARTE"
7139,2205,2733,"CIERRE VENUS SEPARABLE 35CM-310 PZAS 40CM- 620 PZAS 45CM-310 PZAS 
ETIQUETA MONARCH 1,320 PZAS 
ETIQUETA BORDADA DE MARCA 1,245 PZAS 
ETIQUETA DE TALLA 320 PZAS POR TALLA"
7140,2205,2735,"ELµSTICO DE 1 3/4"" 600 MTS
ETIQUETA MONARCH 1,080 PZAS 
ETIQUETA DE MARCA 1,000 PZAS 
ETIQUETA DE TALLA 260 PZAS POR TALLA"
7141,2205,2736,"ELµSTICO DE 1 3/4"" 800 MTS 
ETIQUETA MONARCH 1,560 PZAS
ETIQUETA DE MARCA 1,445 PZAS 
ETIQUETA DE TALLA 370 PZAS POR TALLA"
7142,2206,2727,"ELµSTICO DE 1 1/4"" 2,150 MTS (43 ROLLOS)
ETIQUETA DE MARCA 3,700 PZAS 
ETIQUETA DE TALLA 940 PZAS POR CADA TALLA 
ETIQUETA MONARCH 1,850 PZAS POR COLOR"
7143,2207,2715,"ELµSTICO DE 1 1/4"" 500 MTS (10 ROLLOS)
ETIQUETA DE MARCA PARA JOGGER 3-105  6-105  9-210  12-210
ETIQUETA DE MARCA PARA JOGGER 18-210  2-105  3-105 
ETIQUETA MONARCH PARA JOGGER 1,050 PZAS"
7144,2207,2715,"ETIQUETA C‡DIGO (321175) 3-104  6-104  9-217  12-217
ETIQUETA C‡DIGO (321175) 18-217  2-104  3-104 
BROCHE PA•ALERO PARA PLAYERA 2,050 PZAS DE CADA PARTE 
ETIQUETA MONARCH PARA PLAYERA 1,050 PZAS"
7145,2208,2753,"ETIQUETA MONARCH 120 PZAS POR TALLA DEL COLOR FIUSHA"
7146,2208,2754,"ETIQUETA MONARCH 120 PZAS POR TALLA DEL COLOR CORAL
ETIQUETA MONARCH 120 PZAS POR TALLA DEL COLOR MARINO"
7147,2209,2751,"ETIQUETA BORDADA DE MARCA/TALLA XCH-105  CH-290  M-300
ETIQUETA BORDADA DE MARCA/TALLA G-200  EG-105 
ETIQUETA MONARCH 1,025 PZAS"
7148,2209,2751,"ETIQUETA DE C‡DIGO (321749) XCH-105  CH-290  M-300
ETIQUETA DE C‡DIGO (321749) G-200  EG-105
OJILLO NEGRO PAVONADO K-145 1,940 PZAS 
ELµSTICO DE 2 1/2"" 750 MTS (15 ROLLOS)"
7149,2210,2716,"ETIQUETA DE TALLA/MARCA PARA JOGGER  3-105  6-105  9-210  12-210
ETIQUETA DE TALLA MARCA PARA JOGGER 18-210  2-105  3-105
ETIQUETA MONARCH PARA JOGGER Y PLAYERA 2,100 PZAS"
7150,2210,2716,"C‡DIGO PARA JOGGER Y PLAYERA (321176) 3-208  6-208  9-434  12-434
C‡DIGO PARA JOGGER Y PLAYERA 18-434  2-208  3-208
ELµSTICO DE 1 1/4"" 500 MTS (10 ROLLOS)
BROCHES PA•ALERO PARA PLAYERA 8,200 PZAS"
7151,2211,2750,"ETIQUETA BORDADA DE MARCA/TALLA XCH-106  CH-215  M-315
ETIQUETA BORDADA DE MARCA/TALLA G-215  XG-106 
CIERRE METALICO PARA BOLSAS DE 15 CM 1,234 PZAS PARA XCH, CH, M"
7152,2211,2750,"CIERRE METALICO PARA BOLSAS DE 16 CM 618 PZAS PARA G, XG
CIERRE FRENTE TALLA XCH (58CM) = 103  CH (60CM) = 209  M (62CM) = 310
CIERRE FRENTE TALLA G (64CM) = 209  XG (66CM) = 103"
7153,2211,2750,"ETIQUETA MONARCH 950 PZAS 
ETIQUETA DE C‡DIGO (321567) XCH-105  CH-316  M-322  G-220  XG-105
BROCHES 7,880 PZAS"
7154,2212,2753,"ETIQUETA MONARCH TALLA 2-120 PZAS  3-120 PZAS  3X-120 PZAS"
7155,2212,2754,"ETIQUETA MONARCH TALLA 2-120 PZAS  3-120 PZAS  3X-120 PZAS"
7156,2212,2755,"ETIQUETA MONARCH TALLA 2-120 PZAS  3-120 PZAS  3X-120 PZAS"
7157,2213,2749,"CIERRE METALICO BOLSAS 15CM-215 PZAS 
CIERRE METALICO BOLSAS 16CM-108 PZAS 
CIERRE FRENTE TALLA CH 60CM- 108 PZAS 
CIERRE FRENTE TALLA M 62CM- 108 PZAS"
7158,2213,2749,"CIERRE FRENTE TALLA G 64CM- 108 PZAS 
ETIQUETA DE MARCA TALLA CH-110  M-110  G-110
ETIQUETA MONARCH 345 PZAS"
7159,2213,2749,"C‡DIGO (321564) TALLA CH-111 PZAS  M-111 PZAS  G-111 PZAS
BROCHES 2,600 PZAS"
7160,2214,2749,"ETIQUETA DE MARCA TALLA XCH-105  CH-105  M-205
ETIQUETA DE MARCA TALLA G-105  XG-105
ETIQUETA MONARCH 636 PZAS 
C‡DIGO (321564) XCH-104  CH-104  M-209"
7161,2214,2749,"C‡DIGO (321564) G-104  XG-104
BROCHES 4,880 PZAS 
CIERRE BOLSAS 15CM- 804 PZAS 
CIERRE BOLSAS 16CM- 404 PZAS"
7162,2214,2749,"CIERRE FRENTE XCH 58CM-102  CH 60CM- 102  M 62CM-202
CIERRE FRENTE G 64CM-102  XG 66CM- 102"
7163,2215,2756,"ETIQUETA BORDADA MARCA GNOMOSS  - 640 PIEZAS
ETIQUETA DE TALLA
2, 3 Y 3X SON 224 ETIQUETAS POR TALLA"
7164,2215,2756,"ELASTICO BCO DE 1 1/4""  SON 300 METROS (6 ROLLOS CON 50 M C/U)"
7165,2215,2757,"ETIQUETA BORDADA MARCA COZZI SON 400 PIEZAS
ETIQUETA DE TALLA:
2, 3 Y 3X SON 144 PIEZAS POR TALLA"
7166,2215,2757,"ELASTICO BCO DE 1 1/4"" SON 200 METROS (4 ROLLOS CON 50 M C/U)"
7167,2216,2739,"ETIQUETA BORDADA DE TALLA 4-605  6-605  8-605  10-605
ETIQUETA MONARCH COLOR PALO DE ROSA 255 PZAS POR TALLA
ETIQUETA MONARCH COLOR JASPE 375 PZAS POR TALLA
ELµSTICO DE 1 1/4 1,300 MTS (26 ROLLOS)"
7168,2217,2752,"ETIQUETA DE MARCA TALLA XCH-110  CH-110 
ETIQUETA MONARCH 225 PZAS
C‡DIGO (321754) TALLA XCH-120  CH-120"
7169,2217,2752,"ELµSTICO DE 2 1/2"" 200 MTS (4 ROLLOS)
OJILLO NEGRO K-145 430 PZAS 
CIERRE PARA BOLSAS 404 PZAS 
CIERRE PARA TOBILLO 404 PZAS"
7170,2218,2752,"ETIQUETA DE MARCA TALLA CH-190 PZAS 
ETIQUETA MONARCH 192 PZAS 
C‡DIGO (321754) TALLA CH- 192 PZAS 
ELµSTICO DE 2 1/2"" 150 MTS (3 ROLLOS)"
7171,2218,2752,"OJILLOS NEGROS K-145 380 PZAS 
CIERRE PARA BOLSAS 362 PZAS 
CIERRE PARA TOBILLO 362 PZAS"
7172,2219,2752,"ETIQUETA DE MARCA TALLA M-100  G-100 
ETIQUETA MONARCH 210 PZAS 
C‡DIGO (321754) TALLA M-120  G-120 
ELµSTICO DE 2 1/2"" 150 MTS (3 ROLLOS)"
7173,2219,2752,"OJILLOS NEGROS K-145 380 PZAS 
CIERRE PARA BOLSAS 362 PZAS 
CIERRE PARA TOBILLOS 362 PZAS"
7174,2220,2752,"ETIQUETA DE MARCA/TALLA M-210  G-110  EG-110
ETIQUETA MONARCH 426 PZAS 
C‡DIGO (321754) M-210  G-108  EG-108
ELµSTICO DE 2 1/2"" 400 MTS (8 ROLLOS)"
7175,2220,2752,"OJILLOS NEGROS K-145 850 PZAS 
CIERRE PARA BOLSAS 802 PZAS 
CIERRES PARA TOBILLO 802 PZAS"
7176,2221,2739,"ELµSTICO DE 1 1/4"" 400 MTS (8 ROLLOS)
ETIQUETA MONARCH 750 PZAS 
ETIQUETA DE MARCA 745 PZAS
TALLA BORDADA 200 PZAS POR TALLA"
7177,2222,2737,"ELµSTICO 1 1/4"" 500 MTS (10 ROLLOS)
ETIQUETA MONARCH 240 PZAS POR TALLA
ETIQUETA DE MARCA 920 PZAS 
TALLAS BORDADAS 240 PZAS POR TALLA"
7178,2224,2751,"1340 METROS JARETA PETROLEO"
7179,2225,2749,"CUATRO DADOS A PRESTAMO (VARIAS MEDIDAS)
MAQUILERO SE COMPROMETE A ENTREGARLOS LUNES 3 JULIO"
7180,2226,2716,"ETIQUETA DE MARCA TALLA 3-105  6-105  9-210 
ETIQUETA DE MARCA TALLA 12-210  18-210  2-105  3-105 
ETIQUETA MONARCH 1,050 PZAS"
7181,2226,2716,"C‡DIGO (321176) 3-104  6-104  9-217  12-217
C‡DIGO (321176) 18-217  2-104  3-104
BROCHE PA•ALERO 8,200 PZAS"
7182,2227,2716,"1 DADO PARA BROCHE PA•ALERO A PRESTAMO / LO REGRESA MIERCOLES 5 DE JULIO"
7183,2228,2738,"ETIQUETA DE MARCA 955 PZAS 
TALLAS BORDADAS 240 PZAS POR TALLA 
ELµSTICO DE 1 1/4 550 MTS (11 ROLLOS)
ETIQUETA MONARCH 240 PZAS POR TALLA"
7184,2229,2717,"Etiqueta monarch 1,035 pzas 
etiqueta de marca/talla 3-105  6-105  9-210  12-210
etiqueta de marca/talla 18-210  2-105  3-105
c¢digo 321176
broches pa§alero 8,200 pzas"
7185,2230,2729,"ETIQUETA DE MARCA/TALLA XCH-80 CH-155 M-225 G-130 EG-80
ETIQUETA MONARCH 660 PZAS 
C‡DIGO XCH-80 CH-155 M-225 G-130 EG-80
CINTA PALMITA NARANJA 200 MTS"
7186,2231,2729,"ETIQUETA DE MARCA XCH-65 CH-125 M-185 G-125 EG-65
ETIQUETA MONARCH 540 PZAS
C‡DIGO XCH-65 CH-125 M-185 G-125 EG-65
CINTA PALMITA NARANJA 200 MTS"
7187,2232,2738,"Etiqueta monarch 270 pzas por talla 
Etiqueta de marca 327 pzas 
Tallas bordadas 260 pzas por talla 
El†stico de 1 1/4"" 600 mts (12 rollos)"
7188,2233,2732,"ELµSTICO DE 2 1/2"" 850 MTS (17 ROLLOS) 
OJILLO ORO VIEJO 1,930 PZAS 
ETIQUETA MONARCH 990 PZAS"
7189,2233,2732,"EIQUETA C‡DIGO (321327) ECH-108 CH-288 M-300 G-204 EG-108 
ETIQUETA DE MARCA/TALLA ECH-110 CH-290 M-300 G-200 EG-110"
7190,2234,2732,"ELµSTICO DE 2 1/2"" 850 MTS (17 ROLLOS) 
OJILLO ORO VIEJO 1,930 PZAS 
ETIQUETA MONARCH 990 PZAS"
7191,2234,2732,"ETIQUETA DE MARCA/ TALLA ECH-110 CH-290 M-300
ETIQUETA DE MARCA/TALLA G-200 EG-110 
C‡DIGO (321326) ECH-100 CH-280 M-290 
C‡DIGO (321326) G-190 EG-100"
7192,2235,2731,"ELµSTICO DE 2"" 950 MTS 
OJILLOS ORO VIEJO 2,225 PZAS 
ETIQUETA MONARCH 1,200 PZAS 
ETIQUETA DE C‡DIGO (321323) XCH-115 CH-335"
7193,2235,2731,"ETIQUETA DE C‡DIGO (321323) M-341 G-225 EG-115
ETIQUETA DE MARCA TALLA XCH-120 CH-340
ETIQUETA DE MARCA TALLA M-340 G-23 EG-120"
7194,2236,2731,"ELµSTICO DE 2"" 1000 MTS (20 ROLLOS)
OJILLO ORO VIEJO 2,225 PZAS
ETIQUETA MONARCH 1,120 PZAS"
7195,2236,2731,"C‡DIGO (321324) XC-115  CH-335  M-341
C‡DIGO (321324) G-227  EG-115
ETIQUETA DE MARCA TALLA XC-120 CH-340
ETIQUETA DE MARCA TALLA M-340  G-230 EG-120"
7196,2237,2751,"ETIQUETA DE MARCA TALLA G-55 PZAS 
ETIQUETA MONARCH 50 PZAS 
C‡DIGO (321749) TALLA G-55 PZAS
JARETA PLANA 75 MTS"
7197,2237,2751,"ELµSTICO DE 2 1/2"" 50 MTS (1 ROLLO)
OJILLOS NEGROS 110 PZAS 
CIERRE PARA BOLSAS 100 PZAS 
CIERRE PARA TOBILLO 100 PZAS"
7198,2238,2751,"ETIQUETA DE MARCA TALLA G-55 PZAS 
ETIQUETA DE MONARCH 50 PZAS 
C‡DIGO (321749) 55 PZAS 
ELµSTICO DE 2 1/2"" 50 MTS (1 ROLLO)"
7199,2238,2751,"OJILLOS NEGROS K-145 110 PZAS 
CIERRES PARA BOLSAS 100 PZAS 
CIERRES PARA TOBILLO 100 PZAS 
JARETA PLANA 75 MTS"
7200,2239,2751,"ETIQUETA DE MARCAT TALLA G-50 PZAS 
ETIQUETA MONARCH 50 PZAS 
C‡DIGO (321749) 55 PZAS 
ELµSTICO DE 2 1/2"" 50 MTS (1 ROLLO)"
7201,2239,2751,"OJILLOS NEGROS K-145 110 PZAS 
CIERRES PARA BOLSAS 90 PZAS 
CIERRES PARA TOBILLOS 90 PZAS 
JARETA PLANA 70 MTS"
7202,2240,2731,"ELµSTICO DE 2"" 800 MTS (16 ROLLOS)
OJILLOS ORO VIEJO 1,900 PZAS 
C‡DIGO (321322) XC-92  CH-272  M-272
C‡DIGO (321322) G-182  EG-92"
7203,2240,2731,"EIQUETA MONARCH 960 PZAS 
ETIQUETA DE MARCA TALLA XC-100  CH-280  M-280
ETIQUETA DE MARCA TALLA G-190  EG-100"
7204,2241,2751,"ETIQUETA DE MARCA TALLA G-55 PZAS 
ETIQUETA DE MONARCH 50 PZAS 
C‡DIGO (321749) TALLA G-55 PZAS 
ELµSTICO DE 2 1/0"" 50 MTS 81 ROLLO)"
7205,2241,2751,"OJILLOS NEGRO 110 PZAS 
CIERRES PARA BOLSA 90 PZAS 
CIERRES PARA TOBILLOS 90 PZAS 
JARETA PLANA 70 MTS"
7206,2242,2799,"ETIQUETA DE MARCA 1,475 PZAS
TALLAS BORDADAS 2-500  3-500  3X-500
ETIQUETA MONARCH 2-500  3-500  3X-500"
7207,2242,2799,"LIGA TRANSPARENTE 750 MTS 
SENSORES DE SEGURIDAD 1,475 PZAS"
7208,2243,2743,"TALLAS BORDADAS CH-65  M-75  G-75  XG-95
ETIQUETA MONARCH CH-60 M-70 G-70 XG-90
ELµSTICO DE 1"" 100 MTS (2 ROLLOS)"
7209,2243,2796,"ETIQUETA DE MARCA 42 PZAS 
ETIQUETA MONARCH INGLES 10 PZAS X TALLA
ETIQUETA MONARCH ESPA•OL 10 PZAS X TALLA 
ELµSTICO DE 1"" 50 MTS (1 ROLLO)"
7210,2243,2807,"ETIQUETA DE MARCA 240 PZAS 
TALLAS BORDADAS 120 PZAS X TALLA
ETIQUETA MONARCH 120 PZAS X TALLA 
ELµSTICO DE 1 1/4"" 150 MTS (3 ROLLOS)"
7211,2244,2731,"ELµSTICO DE 2"" 950 MTS (19 ROLLOS)
JARETA CON PUNTA PARA TALLAS XCH, CH Y M DE 1.35 (770 PZAS)
JARETA CON PUNTA PATA TALLAS G Y EG DE 1.45 (330 PZAS)
OJILLOS ORO VIEJO 2,225 PZAS"
7212,2244,2731,"ETIQUETA MONARCH 1,200 PZAS 
C‡DIGO (321325) XCH-115 CH-335 M-341 G-227 EG-115
ETIQUETA DE MARCA TALLA XCH-120 CH-340 M-340 G-230 EG-120
CIERRES PARA BOLSA 1,100 PZAS"
7213,2245,2758,"ETIQUETA MONARCH COLOR HUESO 110 PZAS POR TALLA 
ETIQUETA MONARCH COLOR JADE 110 PZAS POR TALLA"
7214,2245,2762,"ETIQUETA MONARCH COLOR FIUSHA 110 PZAS POR TALLA
ETIQUETA MONARCH COLOR HUESO 110 PZAS POR TALLA"
7215,2245,2763,"ETIQUETA MONARCH COLOR JASPE 110 PZAS POR TALLA
ETIQUETA MONARCH COLOR ROSA 110 PÔZAS POR TALLA"
7216,2245,2789,"ETIQUETA MONARCH 170 PZAS POR TALLA
ETIQUETA DE MARCA 500 PZAS (GNOMOS NI•AS)
TALLAS BORDADAS 170 PZAS POR TALLA"
7217,2246,2805,"ETIQUETA DE MARCA EXXHIST 1,230 PZAS 
TALLAS BORDADAS 420 PZAS POR TALLA 
ETIQUETA MONARCH 210 PZAS POR TALLA DE CADA COLOR 
ELµSTICO DE 1 1/2"" 650 MTS (13 ROLLOS)"
7218,2247,2806,"ETIQUETA DE MARCA EXXHIST 1,230 PZAS 
TALLAS BORDADAS 420 PZAS POR TALLA
ELµSTICO DE 1 1/4"" 650 MTS (13 ROLLOS)"
7219,2247,2806,"ETIQUETA MONARCH 420 PZAS POR TALLA (ES EL MISMO PARA LOS DOS COLORES)
OJILLOS NIQUEL 2,460 PZAS 
ETIQUETA SENSOR DE SEGURIDAD 1,235 PZAS"
7220,2248,2805,"ETIQUETA DE MARCA EXXHIST 1,230 PZAS 
TALLAS BORDADAS 420 PZAS POR TALLA 
ETIQUETA MONARCH 210 PZAS POR TALLA DE CADA COLOR 
ELµSTICO DE 1 1/2"" 650 MTS (13 ROLLOS)"
7221,2249,2730,"CINTA PALMITA COLOR NARANJA 700 MTS
AGUJETA CON PUNTA METµLICA 1.20 MTS (1850 PZAS)
OJILLO ORO VIEJO 3,700 PZAS"
7222,2249,2730,"ETIQUETA DE MARCA TALLA XCH-210 PZAS CH-420 PZAS M-620 PZAS 
ETIQUETA DE MARCA TALLA G-420 PZAS EG-210 PZAS 
ETIQUETA C‡DIGO 321320 PARA EL COLOR AVENA Y 321321 PARA EL MILITAR"
7223,2249,0,
7224,2250,2789,"ETIQUETA DE MARCA 500 PZAS (GNOMOS NI•AS)
TALLAS BORDADAS 170 PZAS POR TALLA"
7225,2251,2806,"ETIQUETA DE MARCA EXXHIST 1,230 PZAS 
TALLAS BORDADAS 420 PZAS POR TALLA
ELµSTICO DE 1 1/4"" 650 MTS (13 ROLLOS)
OJILLOS NIQUEL K-145 2,460 PZAS"
7226,2251,2806,"ETIQUETA SENSOR DE SEGURIDAD 1,235 PZAS 
JARETA PLANA NEGRA 550 MTS 
ETIQUETA MONARCH 420 PZAS POR TALLA ( EL MISMO PARA LOS DOS COLORES)"
7227,2252,2744,"TALLAS BORDADAS CH-60  M-60  G-90  XG-90
ETIQUETA MONARCH CH-65  M-65  G-95  XG-95
CIERRES VENUS SEPARABLE COLOR BLANCO 60 CM (55 PZAS PARA LA TALLA CH)

C"
7228,2252,2744,"TALLAS BORDADAS CH-60  M-60  G-90  XG-90 
ETIQUETA MONARCH CH-65  M-65  G-95  XG-95
CIERRE VENUS SEPARABLE BLANCO 55 PZAS DE 60 CM PARA TALLA CH
CIERRE VENUS SEPARABLE BLANCO 218 PZAS OTRAS TALLAS"
7229,2252,2759,"ETIQUETA MONARCH 110 PZAS POR TALLA DE CADA COLOR"
7230,2253,2745,"TALLAS BORDADAS CH-160  M-210  G-365  XG-365
ETIQUETA MONARCH CH-160  M-210  G-365  XG-365
ELµSTICO DE 2"" 800 MTS (16 ROLLOS)"
7231,2253,2770,"ETIQUETA DE MARCA 990 PZAS (RED SKY)
ETIQUETA MONARCH 250 POR TALLA 
TALLA BORDADA 255 PZAS POR TALLA
ELµSTICO DE 1 3/4 650 MTS (13 ROLLOS)"
7232,2254,2738,"ELµSTICO DE 1 1/4"" 650 MTS (13 ROLLOS)
ETIQUETA DE MARCA RED SKY 1,160 PZAS 
TALLAS BORDADAS 295 PZAS POR TALLA
ETIQUETA MONARCH 300 PZAS POR TALLA"
7233,2254,2788,"ETIQUETA DE MARCA 495 PZAS RED SKY PLUS 
TALLAS BORDADAS 130 PZAS POR TALLA
ELµSTICO DE 2"" 450 MTS (9 ROLLOS)
ETIQUETA MONARCH 130 PZAS POR TALLA"
7234,2255,2729,"ETIQUETA DE MARCA TALLA M-405 PZAS 
ETIQUETA DE MONACH 400 PZAS 
C‡DIGO 321319 TALLA M-400 PZAS 
CINTA PALMITA COLOR NARANJA 120 MTS"
7235,2256,2729,"ETIQUETA DE MARCA TALLA XCH-140 PZAS  G-275 PZAS
ETIQUETA MONARCH 400 PZAS 
C‡DIGO 321319 TALLA XCH-140  G-275 PZAS 
CINTA PALMITA COLOR NARANJA 120 MTS"
