"IdCC_Auditorias","NumAuditoria","IdOrdenes","FechaElaboracion","FechaAuditoria","IdMaquilero","IdUsuariosElaboro","IdUsuariosAuditor","TamanoMuestra","Resultado","TipoAuditoria","Observaciones","Cancelada"
259,259,870,08/09/2009 17:27:03,07/09/2009 00:00:00,42,31,31,32,1,2,"En el corte hab°an prendas sin logo de HEAD en las tallas Chica y extra el estampado tubo que corregir.",0
260,260,875,08/09/2009 17:39:06,03/09/2009 00:00:00,97,31,31,32,1,2,"En este modelo  hubo problemas en las pzas de costado quedando estas mas chicas que los delanteros por esta causa se provoco deformaci¢n al hacer el dobladillo , se vio previaente en la linea y se reporto pero no se pudo hacer ningun arreglo ya que se corto la pieza nuevamente pero esta aun as° no quedo po lo que se vio con dise§o (Veronica Cosme  y producci¢n Alejandro Mhor. Y Ya que no quedaba se decidio que lo dejaran igual solo que trataran de mejorarlo al planchar.Se ense§aron muestras a Danie Masri y el autorizo recibir as° la mercanc°a.
TambiÇn fue reportado que el maquileroplancho la prenda pero a a hora de entregar se arrugo ya que la tuvo que doblar, porque no le dieron ganchos. Se notifico a Daniel Masri.",0
261,261,876,08/09/2009 17:56:00,08/09/2009 00:00:00,40,31,31,32,1,2,,0
262,262,925,24/09/2009 15:31:06,23/09/2009 00:00:00,97,31,31,8,1,2,,0
263,263,924,24/09/2009 15:33:05,18/09/2009 00:00:00,97,31,31,8,1,2,,0
264,264,923,24/09/2009 15:35:13,18/09/2009 00:00:00,97,31,31,8,1,2,"Se encontraronalgunas piezas manchadas pero es por causa de la  tela negra la cual esta manchando el blanco.Por lo cual no se lo tome como defecto del  maquilero.",0
265,265,877,24/09/2009 15:36:21,18/09/2009 00:00:00,42,31,31,32,1,2,,0
266,266,943,24/09/2009 15:42:19,18/09/2009 00:00:00,40,31,31,20,1,2,,0
267,267,905,24/09/2009 16:00:43,24/09/2009 00:00:00,42,31,31,8,1,2,"
El estampado de la etiqueta de talla  esta en el costado cercano a la bolsa cuando debe ser cercano al tiro para que se vea a la mitad. Se reporto a Daniel Masri  y se acepto as°. En este Caso La dise§adora Grafica autorizo que previamente que se quedara as°  ya que el estampador ase habia equivocado y producci¢n reporto que no hab°a tela para cambiar la pieza por lo cual se acepto as°. Pero a Calaidad no le hab°an informado nada al respecto y nos dimos cuenta hasta que  fuimos a reviazar el corte.",0
268,268,904,24/09/2009 16:05:16,24/09/2009 00:00:00,42,31,31,8,1,2,,0
269,269,886,24/09/2009 16:07:57,13/09/2009 00:00:00,102,31,31,32,1,2,,0
270,270,881,24/09/2009 16:11:01,13/09/2009 00:00:00,99,31,31,32,1,2,"Las prendas llegaron arrugadas se aviso a Direcci¢n Producci¢n (Daniel Masri) e indico que se recibiera as° por la urgencia de la entrega.",0
271,271,880,24/09/2009 16:14:30,13/09/2009 00:00:00,99,31,31,32,2,2,"La chamarra presento mal refilado y mal deshebrado asi como viene muy arrugada se reporto esto al recibirla a Daniel Masri pero por urgencia  se acepto ya que tenia que estamparse.
 La prenda se corrigio aqu° en el caso del deshebrado y mal refilado.
El planchado ya no se realizo ya que urg°a la entrega.
El costo de esto se le cobrara al maquilero.",0
272,272,927,29/09/2009 16:31:27,29/09/2009 00:00:00,97,31,31,8,1,2,,0
273,273,926,29/09/2009 16:32:28,29/09/2009 00:00:00,97,31,31,8,1,2,"Ae encontraron 21 prenas que se mancharon pero la causa es la tela en color negro la cual se esta  soltando color.",0
274,274,966,09/10/2009 07:58:13,07/10/2009 00:00:00,97,31,31,8,2,2,"Confecciono mal una pieza del area de cuello mezclo la pieza para las prendas de caballero con la de ni§o y adem†s el bies de  la",0
275,275,885,09/10/2009 08:09:23,07/10/2009 00:00:00,101,31,31,32,1,2,,0
276,276,885,09/10/2009 08:12:21,07/10/2009 00:00:00,91,31,31,32,1,2,"Se encontraron tonos en el color Rosa tanto de prenda a prenda como en la misma prenda  el maquilero entrego por separado y se pidio al Almacen que separara los tonos para la entrega. Informado de todo esto Daniel Masri. Direcci¢n Producci¢n.",0
277,277,930,09/10/2009 10:54:23,07/10/2009 00:00:00,101,31,31,8,1,2,,0
278,278,931,09/10/2009 10:55:40,07/10/2009 00:00:00,101,31,31,8,1,2,,0
279,279,929,09/10/2009 10:57:05,07/10/2009 00:00:00,101,31,31,8,1,2,,0
280,280,914,16/10/2009 08:46:17,16/10/2009 00:00:00,42,31,31,32,1,2,,0
281,281,916,16/10/2009 09:45:55,16/10/2009 00:00:00,45,31,31,32,1,2,,0
282,282,917,16/10/2009 09:58:10,16/10/2009 00:00:00,91,31,31,32,1,2,,0
283,283,915,16/10/2009 10:06:52,16/10/2009 00:00:00,62,31,31,32,1,2,"Falto un poco de plancha en el area del tapacostura",0
284,284,969,19/10/2009 14:28:46,20/10/2009 00:00:00,15,31,31,32,1,2,,0
285,285,882,19/10/2009 14:34:01,05/10/2009 00:00:00,99,31,31,32,2,2,"Las prenda presento mal refilado en el area del cierre, as° como mal planchado. Se Informo de inmediato al maquilero. Se tuvo que recibir ya que urgia la entrega para que se estampara.
Se ve que no se plancho bien.
El cierre en lo que es el color fiusha  se ven algunas prendas con ele cierre chueco pero esto es provocado porque fijaron la volsa en el cierre tomando mas de la cuenta y sin cuidar las alturas, por lo que provoca que se distorcione el cierre.
Se notifico a Daniel Masri.El indico que se aceptara la prenda por urgencia ya que se tenia que mandar a estampar y se le pidio al maquilero andar gente para arreglar los problemas que tiene la prenda..",0
286,286,902,22/10/2009 17:15:57,21/10/2009 00:00:00,42,31,31,32,1,2,,0
287,287,901,22/10/2009 17:17:37,21/10/2009 00:00:00,45,31,31,32,1,2,,0
288,288,928,22/10/2009 17:18:38,21/10/2009 00:00:00,101,31,31,8,1,2,,0
289,289,932,22/10/2009 17:20:33,21/10/2009 00:00:00,101,31,31,8,1,2,,0
290,290,913,22/10/2009 17:23:41,22/10/2009 00:00:00,62,31,31,32,1,2,,0
291,291,903,04/11/2009 11:44:26,04/10/2009 00:00:00,91,31,31,32,1,2,,0
292,292,944,09/11/2009 16:00:13,07/11/2009 00:00:00,45,31,31,32,1,2,,0
293,293,945,09/11/2009 16:05:29,05/11/2009 00:00:00,62,31,31,32,1,2,,0
294,294,947,09/11/2009 16:08:41,06/11/2009 00:00:00,91,31,31,32,1,2,,0
295,295,946,09/11/2009 17:03:22,09/11/2009 00:00:00,42,31,31,32,1,2,,0
296,296,967,09/11/2009 17:18:14,09/11/2009 00:00:00,101,31,31,8,1,2,,0
297,297,919,23/11/2009 09:43:47,12/11/2009 00:00:00,15,31,31,32,1,2,,0
298,298,918,23/11/2009 09:44:37,12/11/2009 00:00:00,15,31,31,32,1,2,,0
299,299,963,24/11/2009 12:29:51,26/11/2009 00:00:00,45,31,31,20,1,2,"Se detecto ligera variaci¢n de tono de prenda aprenda se Reporto a Direcci¢n producci¢n y Daniel Masri y se separaran las prendas por tono para la entrega al cliente.",0
300,300,962,24/11/2009 12:36:37,26/11/2009 00:00:00,45,31,31,0,1,2,"Se detecto diferencia de tono en la misma prenda, as° como diferencia de prenda a prenda, se Informo a Direcci¢n Producci¢n Daniel Masri y se separaran las prendas por tono para poder entregar ala tienda y en el acaso de las que tengan tono en la msma prenda  se separaran  de la producci¢n.",0
301,301,961,24/11/2009 12:40:36,26/11/2009 00:00:00,62,31,31,20,1,2,,0
302,302,960,24/11/2009 12:42:15,26/11/2009 00:00:00,91,31,31,20,1,2,"Se encontraron 10 pzas talla Ch, 7M y 3 G. Sin pespunte se informo al maquilero y le cosio el pespunte en todas las que hacia falta.",0
303,303,957,24/11/2009 12:51:14,26/11/2009 00:00:00,91,31,31,20,1,2,"
Se detecto ligera variaci¢n de tono de prenda a prenda se informo a Direcci¢n Producci¢n Daniel Masri e indico separar por tonos para 
ser entregado al cliente.",0
304,304,956,24/11/2009 12:59:06,26/11/2009 00:00:00,42,31,31,20,1,2,"Se detecto ligera variacion de tono de prenda a prenda se informo  a Direcci¢n Producci¢n Daniel Masri y se separaran por tonos para su entrega al cliente.",0
305,305,955,24/11/2009 13:02:21,26/11/2009 00:00:00,101,31,31,20,1,2,"Se detecto unapenda con el Tap invertido en la talla G se revisaron dos bultos mas y no se detectaron mas prendas,por lo cual se libero.",0
306,306,954,24/11/2009 13:03:15,26/11/2009 00:00:00,62,31,31,20,1,2,,0
307,307,953,24/11/2009 13:04:57,30/11/2009 00:00:00,108,31,31,20,1,2,,0
308,308,752,26/11/2009 12:18:17,26/11/2009 00:00:00,42,31,31,13,1,2,,0
309,309,997,13/01/2010 10:54:20,23/12/2009 00:00:00,62,31,31,32,1,2,"
El estampado  fue colocado en un lugar no indicado se informo a  Daniel Masri y a Veronica Cosme  e indicaron que toda la dem†s producci¢n faltante en su momento   se estampara igual. Adem†s se reporto que el estampado no estaba quedando bien definido y  que tenia varias prendas con defecto de estampado el cual  el Sr. Priciliano  encargado del estampado quedo en corregir.
Entrego el color jaspe pero este presento una sobra en el contorno de la palabra head por lo cual se le devolvio al estampador y se le indico arreglar.",0
310,310,998,13/01/2010 10:59:51,04/01/2010 00:00:00,62,31,31,32,1,2,,0
311,311,1014,13/01/2010 11:03:30,05/01/2010 00:00:00,62,31,31,20,1,2,"La prenda presento dos tonos de tela en unode ellos eltonodel rib esta bien pero en el tono que se entrego directamete del almacen contra el ribo bien cardigan para el pu§o y pretina,presenta tono diferente el cual es mas notorio a la luz de la l†mpara si esta se observa a la luz del d°a no es notorio, Se le reporto a Daniel Masri y se env°o la mercanc°a as° ala tienda.",0
312,312,1015,13/01/2010 11:14:10,07/01/2010 00:00:00,62,31,31,13,1,2,"Se  detecto que falto un poco de placha en  algunas prendas en la zona de  enfrente dodnde va colocada la piola. Ya fue reportado al maquilero.",0
313,313,948,13/01/2010 11:21:24,31/12/2009 00:00:00,42,31,31,32,1,2,,0
314,314,998,13/01/2010 11:37:14,31/12/2009 00:00:00,91,31,31,32,1,2,,0
315,315,998,13/01/2010 11:42:59,04/01/2010 00:00:00,45,31,31,32,1,2,,0
316,316,975,18/01/2010 10:40:07,22/01/2010 00:00:00,62,31,31,20,1,2,,0
317,317,973,18/01/2010 10:42:41,22/01/2010 00:00:00,62,31,31,20,1,2,,0
318,318,972,18/01/2010 10:54:25,25/01/2010 00:00:00,42,31,31,20,1,2,,0
319,319,974,18/01/2010 11:45:03,25/01/2010 00:00:00,42,31,31,20,1,2,,0
320,320,981,21/01/2010 15:15:11,29/01/2010 00:00:00,45,31,31,20,2,2,"La orden fue rechazada y devuelta al maquilero para la correcci¢n del cuello ya que se  encontraron prendas con el cuello cuecho.",0
321,321,979,21/01/2010 15:18:05,29/01/2010 00:00:00,45,31,31,20,1,2,"Nota: la prenda se esta arrugando ya que no se ha env°a do a colocar la aplicaci¢n y esrto afectara posteriormente.",0
322,322,1002,28/01/2010 13:19:52,09/01/2010 00:00:00,45,31,31,32,1,2,"La orden presenta diferentes tonos de azul pero as° fue mandada la tela a§ maquilero hay  en el caso de color marino 3 tonos, uno en color rey y  y el color pizarra. De  esto ya esta enterado Direcci¢n Daniel Masri seg£n informo el Sr. Alejanro Mhor.",0
323,323,1003,28/01/2010 13:22:39,22/01/2010 00:00:00,44,31,31,32,1,2,,0
324,324,1004,28/01/2010 14:42:36,22/01/2010 00:00:00,44,31,31,32,1,2,,0
325,325,1011,28/01/2010 14:50:38,29/01/2010 00:00:00,91,31,31,32,1,2,,0
326,326,1007,28/01/2010 15:07:28,29/01/2010 00:00:00,62,31,31,32,1,2,"Se detectaron prendas manchadas pero estas son manchas de tela.",0
327,327,1008,28/01/2010 15:09:08,29/01/2010 00:00:00,62,31,31,32,1,2,"Se audito hasta el d°a 2 de febrero ya que la mercac°a a£n no habia llegado se audito en 
Idvance. Se encontro una prendacon defecto de tela",0
328,328,1010,09/02/2010 17:55:41,29/01/2010 00:00:00,91,31,31,32,1,2,"Nota solo se insepcciono la parte  entregada a£n falto que entregara  mas prendas solo se reviso lo que se va a ir a porteo.",0
329,329,1006,10/02/2010 09:22:27,08/02/2010 00:00:00,45,31,31,32,1,2,,0
330,330,1046,23/03/2010 13:04:10,23/03/2010 00:00:00,16,31,31,32,1,2,"En base a la auditoria realizada  la prenda pasa pero se nos esta notificando que hay mucha segunda por defecto de tela y hoyos esta se revisara.",0
331,331,1096,29/06/2010 10:21:52,,127,31,0,0,0,0,,1
332,332,971,29/06/2010 11:07:19,,45,31,0,0,0,0,,1
333,333,971,29/06/2010 11:10:18,,45,31,0,0,0,0,,1
334,334,971,29/06/2010 12:03:32,31/03/2010 00:00:00,45,31,31,20,1,2,,0
335,335,975,29/06/2010 12:08:13,31/03/2010 00:00:00,62,31,31,20,1,2,"Reauditoria

Se envço al maquilero para que arreglara prendas encontradas descosidas en costados sereviso nuevamente y la prenda esta bien.",0
336,336,978,29/06/2010 12:18:58,26/04/2010 00:00:00,91,31,31,20,1,2,,0
337,337,980,29/06/2010 12:22:34,31/03/2010 00:00:00,45,31,31,20,1,2,,0
338,338,981,29/06/2010 12:27:31,31/03/2010 00:00:00,45,31,31,20,1,2,,0
339,339,999,29/06/2010 12:43:43,17/02/2010 00:00:00,44,31,31,13,1,2,,0
340,340,1000,29/06/2010 12:46:32,17/02/2010 00:00:00,44,31,31,13,1,2,,0
341,341,1001,29/06/2010 12:47:30,17/02/2010 00:00:00,44,31,31,13,1,2,,0
342,342,1005,29/06/2010 12:56:39,08/02/2010 00:00:00,44,31,31,32,1,2,,0
343,343,1009,26/07/2010 09:32:28,20/04/2010 00:00:00,62,31,31,32,1,2,,0
344,344,1012,26/07/2010 10:04:02,20/03/2010 00:00:00,44,31,31,32,1,2,,0
345,345,1013,26/07/2010 10:07:30,25/02/2010 00:00:00,44,31,31,32,1,2,,0
346,346,1023,26/07/2010 10:12:51,05/07/2010 00:00:00,62,31,31,32,1,2,"Nota:
Las ultimas prendas que llegaron no vienen con etiqueta de marca solo con el Monarch y se les puso tapacostura  de tela blanca ya que asç fue indicado por Direcciïn de Producciïn a falta de habilitacioanes.",0
347,347,1029,26/07/2010 10:17:43,05/04/2010 00:00:00,44,31,31,32,1,2,,0
348,348,1030,26/07/2010 10:22:12,23/04/2010 00:00:00,16,31,31,32,2,2,"La prenda presento problemas de tonos. Se sepraron las prendas y se mando a la tienda.",0
349,349,1033,26/07/2010 10:38:56,11/03/2010 00:00:00,16,31,31,32,1,2,,0
350,350,1034,26/07/2010 10:36:46,12/03/2010 00:00:00,16,31,31,32,1,2,,0
351,351,1035,26/07/2010 10:44:12,25/03/2010 00:00:00,16,31,31,32,1,2,"Presenta diferencia de tono de prenda a prenda  se informo a Ricardo Ortiz para que separe los tonos hantes de entregar a tienda.",0
352,352,1035,26/07/2010 10:57:43,25/03/2010 00:00:00,16,31,31,32,2,2,"Se inspecciono la percancia ya que fue rechazada porque encontraron Hoyos provocados por plastiflecha y ademÖs no va bien separado en tonos.
Por lo anterior se audito  y efectivamente se esncontraron los defectos mencionados se Informo a Ricardo Ortiz y se le pide arreglar las prendas ya que el defecto fue provocado por la gente que coloco la plastiflecha.
Y se le solicita tener cuidado en la separaciïn de tonos para que no ocurra el mismo problema.",0
353,353,1035,26/07/2010 11:00:02,31/03/2010 00:00:00,16,31,31,32,1,2,"Reinspecciïn:

Se  quitaron todas aquellas prendas que ya nos e pudieron corregir ya que el hoyo era muy grande se reispecciono y paso en base a la auditoria. Solo se le pide a Ricardo Ortiz tener cuidado con la separaciïn de tonos.",0
354,354,1036,26/07/2010 11:11:29,08/04/2010 00:00:00,16,31,31,32,1,2,,0
355,355,1037,26/07/2010 11:14:33,15/06/2010 00:00:00,16,31,31,32,1,2,"Se encontraron prendas manchadas por el estampador y se le devolvieron para  que las desmanchara.
Se detectaron tonos deprenda aprenda se separaron por tonos tanto elc olor blanco como el negro.",0
356,356,1041,26/07/2010 11:18:07,19/04/2010 00:00:00,62,31,31,32,1,2,,0
357,357,1042,26/07/2010 11:25:47,19/04/2010 00:00:00,62,31,31,32,1,2,,0
358,358,1043,26/07/2010 11:28:29,29/03/2010 00:00:00,16,31,31,32,1,2,,0
359,359,1044,26/07/2010 11:31:21,30/03/2010 00:00:00,16,31,31,32,1,2,,0
360,360,1045,26/07/2010 11:40:59,30/03/2010 00:00:00,16,31,31,32,1,2,"Al estampar  la prenda estapresento  cambio de tono en la espalda asç como diferencia de tono (El estampado). Se pidio tener cuidado  al surtir.Se informo a Ricardo Ortiz.",0
361,361,1047,26/07/2010 12:48:46,30/03/2010 00:00:00,16,31,31,32,1,2,,0
362,362,1048,26/07/2010 12:53:35,09/04/2010 00:00:00,16,31,31,32,1,2,,0
363,363,1049,26/07/2010 12:54:52,08/04/2010 00:00:00,16,31,31,32,1,2,,0
364,364,1050,26/07/2010 12:56:31,08/04/2010 00:00:00,16,31,31,32,1,2,,0
365,365,1051,29/07/2010 10:13:39,07/05/2010 00:00:00,16,31,31,32,1,2,,0
366,366,1052,29/07/2010 10:56:38,07/05/2010 00:00:00,16,31,31,32,1,2,,0
367,367,1055,29/07/2010 11:17:32,28/04/2010 00:00:00,16,31,31,32,1,2,,0
368,368,1053,29/07/2010 11:30:53,30/04/2010 00:00:00,16,31,31,32,1,2,,0
369,369,1016,29/07/2010 11:48:44,12/03/2010 00:00:00,44,31,31,32,1,2,"se reviso la prenda nuevamente ya estampada encontrando algunas piezas manchadas las cuales se quitaron",0
370,370,1152,29/07/2010 12:26:16,15/05/2010 00:00:00,45,31,31,13,1,2,,0
371,371,1161,29/07/2010 12:35:25,15/06/2010 00:00:00,16,31,31,32,1,2,,0
372,372,1160,29/07/2010 12:46:45,15/06/2010 00:00:00,16,31,31,32,1,2,,0
373,373,1054,29/07/2010 13:00:58,23/03/2010 00:00:00,16,31,31,32,1,2,"las prendas presentaron diferencia de tono de prenda aprenda {almacen separo )",0
374,374,1147,29/07/2010 13:21:31,17/05/2010 00:00:00,119,31,31,32,1,2,,0
375,375,1145,29/07/2010 15:25:41,17/05/2010 00:00:00,62,31,31,32,1,2,,0
376,376,1136,29/07/2010 15:52:21,11/06/2010 00:00:00,16,31,31,32,1,2,,0
377,377,1132,29/07/2010 16:21:25,07/06/2010 00:00:00,120,31,31,32,1,2,,0
378,378,1131,29/07/2010 16:36:56,07/06/2010 00:00:00,13,31,31,32,1,2,,0
379,379,1130,29/07/2010 16:42:41,08/06/2010 00:00:00,127,31,31,32,1,2,,0
380,380,1129,29/07/2010 16:49:24,08/06/2010 00:00:00,16,31,31,32,2,2,"a la playera se le encontro que algunas no se les puso tapacostura ni etiqueta de talla.el personal del almacen se encargo de pegar el tapacostura y la etiqueta de talla.pero por la urgencia de la produccion este corte se le acepto al sr. Oscar aragon",0
381,381,1128,29/07/2010 17:11:49,07/06/2010 00:00:00,13,31,31,32,1,2,"Las prendas presentan diferencias de tono de prenda a prenda",0
382,382,1127,29/07/2010 17:23:02,08/06/2010 00:00:00,127,31,31,32,1,2,,0
383,383,1121,29/07/2010 17:30:11,06/06/2010 00:00:00,127,31,31,32,1,2,,0
384,384,1118,29/07/2010 17:37:36,08/06/2010 00:00:00,120,31,31,32,2,2,"En este corte se encontraron bastantes defectos de costura pero por las urgencia de la mercancia no se le regreso y se arreglo en el almacen",0
385,385,1117,30/07/2010 09:40:55,13/05/2010 00:00:00,16,31,31,32,1,2,,0
386,386,1116,30/07/2010 09:52:01,12/05/2010 00:00:00,16,31,31,32,1,2,,0
387,387,1115,30/07/2010 09:58:24,13/05/2010 00:00:00,16,31,31,32,1,2,,0
388,388,1114,30/07/2010 10:04:39,13/05/2010 00:00:00,16,31,31,32,1,2,,0
389,389,1109,30/07/2010 10:09:18,21/05/2010 00:00:00,130,31,31,32,1,2,"Esta orden tambien corresponde a la orden 1151",0
390,390,1111,30/07/2010 10:26:36,21/05/2010 00:00:00,130,31,31,32,1,2,"Esta orden tambien corresponde ala orden 1153",0
391,391,1113,30/07/2010 10:33:19,21/05/2010 00:00:00,130,31,31,32,1,2,,0
392,392,1108,30/07/2010 10:37:32,22/05/2010 00:00:00,16,31,31,32,1,2,,0
393,393,1107,30/07/2010 10:41:19,16/06/2010 00:00:00,16,31,31,32,1,2,,0
394,394,1106,30/07/2010 10:45:26,28/05/2010 00:00:00,16,31,31,32,1,2,,0
395,395,1105,30/07/2010 10:52:03,08/06/2010 00:00:00,119,31,31,32,1,2,,0
396,396,1104,30/07/2010 10:57:47,07/06/2010 00:00:00,13,31,31,32,1,2,,0
397,397,1102,30/07/2010 11:07:04,08/06/2010 00:00:00,119,31,31,32,1,2,,0
398,398,1100,30/07/2010 11:15:05,08/06/2010 00:00:00,16,31,31,32,1,2,,0
399,399,1099,30/07/2010 11:26:33,30/05/2010 00:00:00,120,31,31,32,1,2,,0
400,400,1098,30/07/2010 11:33:31,08/06/2010 00:00:00,46,31,31,32,1,2,,0
401,401,1097,30/07/2010 11:42:04,29/05/2010 00:00:00,127,31,31,32,1,2,,0
402,402,1096,30/07/2010 11:50:22,30/05/2010 00:00:00,127,31,31,32,1,2,,0
403,403,1095,30/07/2010 11:55:40,08/06/2010 00:00:00,13,31,31,32,1,2,,0
404,404,1080,30/07/2010 11:59:07,13/05/2010 00:00:00,44,31,31,32,1,2,,0
405,405,1078,30/07/2010 12:03:15,30/05/2010 00:00:00,16,31,31,32,1,2,,0
406,406,1077,30/07/2010 12:11:41,30/05/2010 00:00:00,16,31,31,32,1,2,,0
407,407,1076,30/07/2010 12:16:27,21/04/2010 00:00:00,113,31,31,32,1,2,,0
408,408,1075,30/07/2010 12:22:40,07/04/2010 00:00:00,44,31,31,32,1,2,,0
409,409,1073,30/07/2010 12:26:50,07/04/2010 00:00:00,44,31,31,32,1,2,,0
410,410,1072,30/07/2010 12:29:58,08/04/2010 00:00:00,62,31,31,32,1,2,,0
411,411,1071,30/07/2010 12:38:07,10/05/2010 00:00:00,46,31,31,32,1,2,"En esta orden despues de auditarse y entregarse fue regresada por habersele hecho hoyos con la plastiflecha de esto se le informo el jefe de almacen",0
412,412,1070,30/07/2010 15:06:56,26/04/2010 00:00:00,45,31,31,32,1,2,,0
413,413,1069,30/07/2010 15:15:58,,62,31,0,0,0,0,,0
414,414,1069,30/07/2010 15:17:53,05/05/2010 00:00:00,62,31,31,32,1,2,,0
415,415,1069,30/07/2010 15:37:48,05/05/2010 00:00:00,62,31,31,32,1,2,,0
416,416,1067,30/07/2010 15:49:52,05/05/2010 00:00:00,62,31,31,32,1,2,,0
417,417,1061,30/07/2010 15:55:49,12/05/2010 00:00:00,16,31,31,32,1,2,,0
418,418,1060,02/08/2010 10:40:19,12/05/2010 00:00:00,16,31,31,32,1,2,,0
419,419,1059,02/08/2010 10:44:58,30/03/2010 00:00:00,16,31,31,32,1,2,,0
420,420,1058,02/08/2010 11:06:50,29/03/2010 00:00:00,16,31,31,32,1,2,,0
421,421,1057,02/08/2010 11:14:33,08/04/2010 00:00:00,16,31,31,32,1,2,,0
422,422,1056,02/08/2010 11:21:39,23/03/2010 00:00:00,16,31,31,32,1,2,"Las prendas presentaron di ferencia de tono de prenda a prenda",0
423,423,1159,02/08/2010 11:34:18,18/06/2010 00:00:00,16,31,31,32,1,2,,0
424,424,1158,02/08/2010 12:11:35,17/06/2010 00:00:00,16,31,31,32,1,2,,0
425,425,1157,02/08/2010 12:16:33,17/06/2010 00:00:00,119,31,31,32,1,2,,0
426,426,1137,02/08/2010 12:19:16,18/06/2010 00:00:00,16,31,31,32,1,2,,0
427,427,1150,02/08/2010 12:22:33,14/05/2010 00:00:00,120,31,31,32,1,2,,0
428,428,1149,02/08/2010 12:27:32,17/05/2010 00:00:00,119,31,31,32,1,2,,0
429,429,1148,02/08/2010 12:30:13,18/05/2010 00:00:00,119,31,31,32,1,2,,0
430,430,985,02/08/2010 12:32:36,13/07/2010 00:00:00,91,31,31,32,1,2,,0
431,431,1138,03/08/2010 14:50:19,15/06/2010 00:00:00,16,31,31,32,1,2,,0
432,432,1074,03/08/2010 14:54:34,21/04/2010 00:00:00,113,31,31,32,1,2,,0
433,433,1106,03/08/2010 14:58:44,07/05/2010 00:00:00,16,31,31,32,1,2,,0
434,434,1018,03/08/2010 15:01:18,02/03/2010 00:00:00,44,31,31,32,1,2,,0
435,435,1019,03/08/2010 15:04:08,02/03/2010 00:00:00,44,31,31,32,1,2,,0
436,436,1013,03/08/2010 15:06:51,02/03/2010 00:00:00,44,31,31,32,1,2,,1
437,437,970,03/08/2010 15:10:54,05/03/2010 00:00:00,44,31,31,32,1,2,,0
438,438,1017,03/08/2010 15:14:31,04/03/2010 00:00:00,45,31,31,32,1,2,,0
439,439,1020,03/08/2010 15:18:39,02/03/2010 00:00:00,16,31,31,32,1,2,"Las prendas fueron desmanchadas por el personal de calidad",0
440,440,1144,03/08/2010 15:30:12,03/05/2010 00:00:00,16,31,31,32,1,2,,0
441,441,1093,03/08/2010 15:34:55,24/05/2010 00:00:00,45,31,31,32,1,2,,0
442,442,1140,03/08/2010 15:39:01,12/05/2010 00:00:00,119,31,31,32,1,2,,0
443,443,1153,03/08/2010 15:41:46,13/05/2010 00:00:00,16,31,31,32,1,2,,0
444,444,1066,04/08/2010 09:06:08,15/02/2010 00:00:00,44,31,31,8,1,2,,0
445,445,1065,04/08/2010 09:11:29,15/02/2010 00:00:00,44,31,31,8,1,2,,0
446,446,1063,04/08/2010 09:13:20,15/05/2010 00:00:00,44,31,31,13,1,2,,0
447,447,1151,04/08/2010 09:15:32,30/04/2010 00:00:00,62,31,31,32,1,2,,0
448,448,1154,04/08/2010 09:17:22,09/06/2010 00:00:00,15,31,31,32,1,2,"Este modelo se entrego directamente el maquilero al cliente portal motivo no se leiso auditoria final",0
449,449,1133,04/08/2010 09:41:34,08/06/2010 00:00:00,16,31,31,32,2,2,"Este modelo fue reciibido sin la etiqueta de parche {2} y fue arreglada por personal de diseno y calidad pero fue aceptado por la urgencia de la mercancia",0
450,450,1184,26/01/2011 10:36:40,11/01/2011 00:00:00,127,31,31,13,1,2,"se encontraron defectos de costura y tono mezclado se rechazo y se reaudito esta auditiria ampara cielo rey marino
esta auditoria es por conjuntos chamarra con pantalon ya que son de la misma orden 1217",0
451,451,1180,26/01/2011 11:37:41,06/01/2011 00:00:00,16,31,31,13,1,2,,0
452,452,1191,26/01/2011 11:54:27,20/12/2010 00:00:00,16,31,31,32,1,2,,0
453,453,1190,26/01/2011 12:03:12,23/12/2010 00:00:00,132,31,31,32,1,2,,0
454,454,1192,26/01/2011 12:32:38,23/12/2010 00:00:00,132,31,31,32,1,2,,0
455,455,1172,26/01/2011 12:35:37,10/11/2010 00:00:00,16,31,31,32,1,2,,0
456,456,1173,26/01/2011 12:39:33,24/11/2010 00:00:00,16,31,31,32,1,2,"esta auditori ampara celeste amarillo y marino",0
457,457,1174,26/01/2011 12:45:33,10/11/2010 00:00:00,16,31,31,32,1,2,"esta auditoria ampara  el rojo combinacion indigo y hueso con plmbago en el rojo con indigo se encontraron hebras en 7 prendas en diferentes tallas",0
458,458,1175,26/01/2011 12:58:23,10/11/2010 00:00:00,16,31,31,32,1,2,"esta auditoria ampara el color cafÇ gris y marino",0
459,459,1176,26/01/2011 13:02:16,24/11/2010 00:00:00,16,31,31,32,1,2,,0
460,460,1177,26/01/2011 13:05:25,24/11/2010 00:00:00,16,31,31,32,1,2,"esta auditoria ampara plumbago y morado",0
461,461,1178,26/01/2011 13:09:40,24/11/2010 00:00:00,16,31,31,32,1,2,"esta auditoria ampara hueso con turqueza y blanco con rojo",0
462,462,1179,26/01/2011 13:16:50,18/11/2010 00:00:00,16,31,31,32,1,2,"esta auditoria ampara rosa marino morado y fiusha de beba",0
463,463,1180,26/01/2011 13:20:42,15/12/2010 00:00:00,16,31,31,32,1,2,"
esta auditoria ampara el color rosa celeste verde agua ygris perla",0
