"IdComentaOrd","IdOrdenes","IdUsuarios","FechaComen","Comentario"
666,5021,92,03/04/2023 10:34:52,"TRANSFER BLANCO PARA COLOR MARINO"
667,5022,92,03/04/2023 10:35:16,"TRANSFER NEGRO PARA COLOR AZUL CLARO"
668,5026,92,03/04/2023 10:35:56,"TRANSFER BLANCO PARA COLOR OXFORD"
669,5027,92,03/04/2023 10:36:18,"TRANSFER BLANCO PARA COLOR NEGRO"
670,5029,92,03/04/2023 10:37:20,"TRANSFER BLANCO"
671,5030,92,03/04/2023 10:37:39,"TRANSFER NEGRO PARA AMBOS COLORES"
672,5031,92,03/04/2023 10:38:01,"TRANSFER NEGRO PARA COLOR JASPE"
673,5031,92,03/04/2023 10:38:22,"TRANSFER BLANCO PARA COLOR NEGRO"
674,5033,42,25/04/2023 12:36:01,"no se puede comprar cardigan sin estar aprobado."
675,5059,42,19/05/2023 11:14:22,"Felpa Fulartex en almacen"
676,5065,42,23/06/2023 12:31:41,"algodon con elastano  180 grs."
677,5066,42,23/06/2023 17:40:19,"Es rosa palido"
678,5069,92,08/08/2023 09:36:08,
679,5141,42,01/03/2024 12:27:02,"Transfer tecate"
680,5140,42,01/03/2024 12:27:16,"Trasnfer tecate"
681,5139,42,01/03/2024 12:27:29,"transfer indio"
682,5233,42,04/04/2024 12:42:06,"avena jaspe"
683,5236,42,10/04/2024 11:46:15,"Terry Pegaso stock negro"
684,5237,42,10/04/2024 11:46:47,"Telas Lua"
685,5204,42,16/05/2024 16:09:31,"lleva bordado"
686,5173,42,16/05/2024 16:25:01,"Plaquita"
687,5236,42,17/05/2024 16:18:43,"buscar verde"
688,5206,42,24/05/2024 16:04:30,"bordar francisco"
689,5213,42,12/06/2024 12:04:43,"cambio a rojo"
690,5214,42,12/06/2024 12:04:57,"cambiar tono  a verde tono ver"
691,5217,42,12/06/2024 12:07:34,"ver el cambio del color"
692,5246,42,25/06/2024 09:51:20,"Tela LUCY"
693,5253,42,25/06/2024 09:51:49,"Tela LUCY"
694,5174,42,25/06/2024 09:57:43,"Tela Shengtex"
695,5203,42,25/06/2024 09:58:07,"Tela Shengtex"
696,5254,42,25/06/2024 10:10:16,"Tela  Shengtex  70/30 viscosa"
697,5260,42,02/07/2024 16:04:00,"Terry fibrasan"
698,5262,42,03/07/2024 16:33:56,"Avena jaspe de Shengtex"
699,5263,42,03/07/2024 16:34:54,"Tela poliester/acrilico"
700,5264,42,03/07/2024 16:35:10,"Tela poliester acrilico"
701,5266,42,03/07/2024 16:35:48,"Avena Shengtex"
702,5272,42,15/07/2024 17:09:39,"Tela Shengtex"
703,5273,42,15/07/2024 17:09:57,"tela Shengtex"
704,5274,42,15/07/2024 17:10:12,"Tela Shengtex"
705,5266,42,15/07/2024 17:10:36,"Cambio a Gris melange"
706,5189,42,14/08/2024 09:33:11,"llega tela  13 agosto"
707,5202,42,15/08/2024 09:28:09,"Llega tela  20 agosto"
708,5197,42,15/08/2024 09:28:44,"llega la tela  20 agosto"
709,5199,42,15/08/2024 09:29:04,"Llega la tela  20 agosto"
710,5198,42,15/08/2024 09:29:23,"Llea la tela  20 agosto"
711,5249,42,04/10/2024 12:47:20,"estampar Chilian"
712,5289,42,29/10/2024 12:09:02,"transfer"
713,5282,42,29/10/2024 12:10:00,"trasnfer"
714,5292,42,29/10/2024 12:10:31,"trasnfer"
715,5320,42,07/11/2024 08:42:49,"dublin 100% pol."
716,5321,42,04/12/2024 11:02:24,"Dubilin   100% poliester"
717,5322,42,04/12/2024 11:02:57,"Dublin  100% poliester"
718,5323,42,04/12/2024 11:03:11,"Dublin  100% poliester"
719,5312,42,04/12/2024 12:47:34,"Parachute"
720,5313,42,04/12/2024 12:47:45,"Parachute"
721,5301,42,06/01/2025 16:19:36,"acrilico"
722,5335,42,14/01/2025 11:10:52,"Tela Sekine"
723,5325,119,23/01/2025 15:02:28,"aaaaa"
724,5390,119,15/09/2025 10:35:25,
725,5389,90,22/01/2026 16:05:00,"Tela stock almacen"
726,5388,90,22/01/2026 16:05:28,"Tela stock almacen"
727,5405,90,29/01/2026 13:31:14,"Bloom"
728,5416,90,29/01/2026 13:32:50,"bloom"
729,5441,90,29/01/2026 13:33:06,"tela sotck verde china, aprobar"
730,5440,90,29/01/2026 13:33:36,"bloom"
731,5487,90,29/01/2026 13:33:57,"tela rib sekine"
732,5506,90,29/01/2026 13:35:03,"tela viquna"
733,5444,90,29/01/2026 13:38:20,"ver quieb haya las rayas"
734,5405,90,29/01/2026 13:58:46,"chifon Suiza 160 grs.50%50 alg. Pol. $  estampa. $143 .00
 Lisa $ 122.00"
735,5414,90,29/01/2026 14:00:50,"terry Ibiza bloom 220 grs.  50/50 alg.pol. $ 124.00

sin forro"
736,5416,90,29/01/2026 14:14:40,"teerry ibiza $115.00"
737,5440,90,29/01/2026 14:15:14,"terry ibiza $115.00  220 grs."
738,5442,90,29/01/2026 14:17:02,"ibiza 220 grs. $124.00"
739,5441,90,29/01/2026 14:18:41,"**comprar la tela, tono especial. Bloom ibiza $124.00"
740,5487,90,29/01/2026 14:20:52,"rib 2x2  200 grs. $ rayas prete¤ida $164.00 cuellos  100% alg.

Algodon/poliester/elastano"
741,5506,90,29/01/2026 14:26:38,"tela trinidad, tinto peletizado, 97% algodn 3% elastano"
742,5462,90,29/01/2026 14:40:37,"tela para short . Juntar con otro modelo de short ni¤o
y el verde buscar stock"
743,5496,90,29/01/2026 14:44:38,"rib Barcelona  200 grs. 50/50 alg. Pol. Bloom $117.00 parejo"
744,5428,90,29/01/2026 14:47:09,"tela china para autorizar, tela china"
745,5429,90,29/01/2026 14:48:42,"terry ibiza  Bloom"
746,5430,90,29/01/2026 14:49:04,"Base chifon 100% algodon,"
747,5430,90,29/01/2026 14:50:20,"mangas tomar stock 100% algodon."
748,5436,90,29/01/2026 14:50:45," TERRY Espa¤a   245 grs.  Bloom,  rayas $ 135.00"
749,5437,90,29/01/2026 14:55:42,"Chifon gallego  190 grs.  50/50 alg. Pol. $ 105.00"
750,5438,90,29/01/2026 14:58:25,"chifon 160 grs. De bloom. Suiza  $122.00"
751,5463,90,29/01/2026 14:59:35,"chifon stock- pepetex- se compro muestra
Terry - bloom. $135.00"
752,5448,90,29/01/2026 15:05:33,"Scuba  pantera textil"
753,5447,90,29/01/2026 15:14:07,"terry  itlaia bloom  260 grs. Color CAFE"
754,5480,90,29/01/2026 15:22:57,"TERRY CHINO STOCK"
755,5480,90,29/01/2026 15:23:10,"Stock FR"
756,5481,90,29/01/2026 15:25:09,"Tela Spring desarrrollo  100% poliester interloock, ver ficha de proveedor"
757,5481,90,29/01/2026 15:26:37,"precio $ 130.00"
758,5500,90,29/01/2026 15:28:50,"Felpa chins Sinotex"
759,5486,90,29/01/2026 15:29:29,"Bloom, Wafle  termal 50/50 alg. Pol.   $ 135.00"
760,5385,126,30/01/2026 13:44:23,"30/01 Busqueda de Tono"
761,5483,126,30/01/2026 13:49:06,"29/01 Tono Aprovado  enviado a  Bloom"
762,5504,42,30/01/2026 17:32:27,"checar"
763,5384,42,03/02/2026 15:01:43,"Tela de bloom, lista almacen"
764,5439,126,03/02/2026 16:11:49,"03/02 Etiquetas Nylon solicitadas"
765,5385,126,09/02/2026 16:02:09,"se envio swatch para autorizaci¢n del cliente ."
766,5386,42,22/02/2026 17:10:13,"estampar en corte"
767,5417,42,22/02/2026 19:26:18,"Ya esta lista la tela en lam,acen (becktel)"
768,5385,42,23/02/2026 10:43:18,"TAPASCORA HOMBRO A HOMBRO"
769,5386,42,23/02/2026 10:43:42,"TAPACOSTURA FRANCESA"
770,5462,2,27/02/2026 20:24:00,"Hay una tela de spring en stock que se va a ocupar para el short"
771,5373,42,03/03/2026 11:19:28,"jareta misma tela"
772,5544,2,04/03/2026 23:24:15,"NO FABRICAR. SE VA A TOMAR DE STOCK DE PLAYERA ORDEN 5226"
773,5432,42,10/03/2026 15:59:40,"Chifon gallego 180 grs."
774,5443,42,10/03/2026 16:01:25,"chifon gallego 180 grs."
775,5442,42,13/03/2026 11:09:36,"ya llego la tela"
776,5419,42,31/03/2026 13:31:54,"llega  a principios de mayo"
777,5443,42,20/04/2026 14:28:23,"lleva Bordado"
778,5442,42,24/04/2026 08:59:25,"ROBADO POR HECTOR CANELA"
779,5597,42,05/05/2026 12:25:30,"o.c. 7878"
780,5513,42,06/05/2026 14:17:10,"thomas"
781,5601,42,11/05/2026 09:51:33,"Chifon Paula bloom"
782,5578,42,12/05/2026 16:21:10,"ok. tela"
783,5577,42,12/05/2026 16:21:24,"ok. tela"
784,5580,42,12/05/2026 16:21:55,"ok. tela"
785,5511,42,12/05/2026 16:22:15,"ok. tela"
786,5573,42,12/05/2026 16:22:44,"ok. Tela rib para playera"
787,5572,42,12/05/2026 16:23:12,"ok. Tela rib y tela terry para short"
788,5574,42,12/05/2026 16:23:50,"ok. Tela rib para playera"
789,5565,42,12/05/2026 16:24:18,"ok. Tela para short"
790,5566,42,12/05/2026 16:24:52,"ok. Tela para la playera"
791,5567,42,12/05/2026 16:25:24,"ok. Tela playera y ok. Tela short"
792,5513,42,15/05/2026 11:53:53,"ok tela en alamcen FR"
793,5463,42,26/05/2026 18:06:52,"ok. Tela cafe"
794,5588,42,27/05/2026 10:16:44,"ok-. Tela del short"
795,5438,42,27/05/2026 10:17:07,"ok. tela"
796,5544,42,28/05/2026 14:06:03,"hacer Fernando"
