"IdOrdenesDetEntA","IdEntregasEst","IdOrdenesDet","TC1","TC2","TC3","TC4","TC5","TC6","TC7","TC8"
69,72,100,859,0,0,0,0,0,0,0
70,73,112,299,0,0,0,0,0,0,0
71,74,133,354,0,0,0,0,0,0,0
72,75,32,46,0,0,0,0,0,0,0
73,76,90,792,0,0,0,0,0,0,0
74,77,92,792,0,0,0,0,0,0,0
75,78,118,1200,0,0,0,0,0,0,0
76,79,116,1200,0,0,0,0,0,0,0
77,81,121,1200,0,0,0,0,0,0,0
78,82,144,1146,0,0,0,0,0,0,0
79,83,148,1532,0,0,0,0,0,0,0
80,84,179,2520,0,0,0,0,0,0,0
81,85,147,1260,0,0,0,0,0,0,0
82,86,147,1260,0,0,0,0,0,0,0
83,87,148,1500,0,0,0,0,0,0,0
84,88,144,2220,0,0,0,0,0,0,0
85,89,150,1932,0,0,0,0,0,0,0
86,90,184,460,0,0,0,0,0,0,0
87,91,181,460,0,0,0,0,0,0,0
88,92,185,270,0,0,0,0,0,0,0
89,93,181,980,0,0,0,0,0,0,0
90,94,184,978,0,0,0,0,0,0,0
91,95,185,1,0,0,0,0,0,0,0
92,96,108,1200,0,0,0,0,0,0,0
93,97,82,947,0,0,0,0,0,0,0
94,98,95,791,0,0,0,0,0,0,0
95,99,106,1200,0,0,0,0,0,0,0
96,100,123,1200,0,0,0,0,0,0,0
97,101,130,1196,0,0,0,0,0,0,0
98,102,95,1,0,0,0,0,0,0,0
99,103,126,1200,0,0,0,0,0,0,0
100,104,176,720,0,0,0,0,0,0,0
101,105,173,720,0,0,0,0,0,0,0
102,107,185,41,0,0,0,0,0,0,0
103,108,164,599,0,0,0,0,0,0,0
104,109,157,612,0,0,0,0,0,0,0
105,110,159,612,0,0,0,0,0,0,0
106,111,161,609,0,0,0,0,0,0,0
107,112,187,1440,0,0,0,0,0,0,0
108,113,190,1576,0,0,0,0,0,0,0
109,114,192,1440,0,0,0,0,0,0,0
110,115,193,142,0,0,0,0,0,0,0
111,116,152,612,0,0,0,0,0,0,0
113,118,170,720,0,0,0,0,0,0,0
114,119,198,3840,0,0,0,0,0,0,0
115,120,195,1671,0,0,0,0,0,0,0
116,121,215,647,0,0,0,0,0,0,0
117,122,215,560,0,0,0,0,0,0,0
118,123,215,680,0,0,0,0,0,0,0
119,124,211,1032,0,0,0,0,0,0,0
120,125,209,1404,0,0,0,0,0,0,0
121,126,224,1904,0,0,0,0,0,0,0
122,127,224,667,0,0,0,0,0,0,0
123,128,224,669,0,0,0,0,0,0,0
124,129,199,3360,0,0,0,0,0,0,0
125,130,243,673,0,0,0,0,0,0,0
126,131,198,3833,0,0,0,0,0,0,0
127,132,195,1446,0,0,0,0,0,0,0
128,133,215,659,0,0,0,0,0,0,0
129,134,219,712,0,0,0,0,0,0,0
130,135,232,622,0,0,0,0,0,0,0
131,136,228,680,0,0,0,0,0,0,0
132,137,236,876,0,0,0,0,0,0,0
133,138,245,579,0,0,0,0,0,0,0
134,139,258,3720,0,0,0,0,0,0,0
135,140,256,1860,0,0,0,0,0,0,0
138,143,271,672,0,0,0,0,0,0,0
139,144,270,672,0,0,0,0,0,0,0
140,145,269,672,0,0,0,0,0,0,0
141,146,265,672,0,0,0,0,0,0,0
142,147,262,4,0,0,0,0,0,0,0
143,148,254,4,0,0,0,0,0,0,0
144,149,260,4,0,0,0,0,0,0,0
145,150,256,1860,0,0,0,0,0,0,0
146,151,254,980,0,0,0,0,0,0,0
147,152,262,1059,0,0,0,0,0,0,0
148,153,260,597,0,0,0,0,0,0,0
149,154,260,186,0,0,0,0,0,0,0
150,155,254,1356,0,0,0,0,0,0,0
151,156,262,1574,0,0,0,0,0,0,0
152,157,264,559,0,0,0,0,0,0,0
153,158,266,672,0,0,0,0,0,0,0
154,159,268,672,0,0,0,0,0,0,0
155,160,262,715,0,0,0,0,0,0,0
156,161,254,1244,0,0,0,0,0,0,0
157,162,267,672,0,0,0,0,0,0,0
158,163,260,1030,0,0,0,0,0,0,0
159,164,260,1235,0,0,0,0,0,0,0
160,165,260,1133,0,0,0,0,0,0,0
161,166,343,2,0,0,0,0,0,0,0
162,167,351,2,0,0,0,0,0,0,0
163,168,343,3710,0,0,0,0,0,0,0
164,169,344,3714,0,0,0,0,0,0,0
165,170,349,4197,0,0,0,0,0,0,0
166,171,344,5,0,0,0,0,0,0,0
167,172,351,4198,0,0,0,0,0,0,0
168,173,274,804,0,0,0,0,0,0,0
169,174,272,822,0,0,0,0,0,0,0
170,175,276,804,0,0,0,0,0,0,0
171,176,279,804,0,0,0,0,0,0,0
172,177,281,804,0,0,0,0,0,0,0
173,179,284,804,0,0,0,0,0,0,0
174,180,340,4,0,0,0,0,0,0,0
175,181,287,672,0,0,0,0,0,0,0
176,182,290,672,0,0,0,0,0,0,0
177,183,291,672,0,0,0,0,0,0,0
178,186,294,804,0,0,0,0,0,0,0
179,187,340,1461,0,0,0,0,0,0,0
180,188,340,1326,0,0,0,0,0,0,0
181,189,289,672,0,0,0,0,0,0,0
182,190,354,1631,0,0,0,0,0,0,0
183,191,354,1524,0,0,0,0,0,0,0
184,192,354,546,0,0,0,0,0,0,0
185,193,354,499,0,0,0,0,0,0,0
186,194,286,672,0,0,0,0,0,0,0
187,195,298,804,0,0,0,0,0,0,0
188,196,300,804,0,0,0,0,0,0,0
189,197,296,804,0,0,0,0,0,0,0
190,198,302,804,0,0,0,0,0,0,0
191,199,305,804,0,0,0,0,0,0,0
192,200,306,804,0,0,0,0,0,0,0
193,201,377,790,0,0,0,0,0,0,0
194,202,377,857,0,0,0,0,0,0,0
195,203,377,1587,0,0,0,0,0,0,0
196,204,377,1424,0,0,0,0,0,0,0
197,205,377,4,0,0,0,0,0,0,0
198,206,308,804,0,0,0,0,0,0,0
199,207,323,672,0,0,0,0,0,0,0
200,208,324,672,0,0,0,0,0,0,0
201,209,379,1583,0,0,0,0,0,0,0
202,210,379,1584,0,0,0,0,0,0,0
203,211,326,671,0,0,0,0,0,0,0
204,212,358,1175,0,0,0,0,0,0,0
205,213,318,804,0,0,0,0,0,0,0
206,214,310,804,0,0,0,0,0,0,0
207,215,362,899,0,0,0,0,0,0,0
208,217,328,672,0,0,0,0,0,0,0
209,218,379,800,0,0,0,0,0,0,0
210,219,379,784,0,0,0,0,0,0,0
211,220,333,835,0,0,0,0,0,0,0
212,221,360,275,0,0,0,0,0,0,0
213,222,364,275,0,0,0,0,0,0,0
214,223,316,804,0,0,0,0,0,0,0
215,224,320,804,0,0,0,0,0,0,0
216,225,314,804,0,0,0,0,0,0,0
217,226,312,677,0,0,0,0,0,0,0
218,228,332,1015,0,0,0,0,0,0,0
219,229,357,900,0,0,0,0,0,0,0
220,230,333,604,0,0,0,0,0,0,0
221,231,391,828,0,0,0,0,0,0,0
222,232,405,918,0,0,0,0,0,0,0
223,233,382,4700,0,0,0,0,0,0,0
224,234,385,828,0,0,0,0,0,0,0
225,235,397,918,0,0,0,0,0,0,0
226,236,402,954,0,0,0,0,0,0,0
227,237,406,972,0,0,0,0,0,0,0
228,238,388,828,0,0,0,0,0,0,0
229,239,331,906,0,0,0,0,0,0,0
230,240,366,486,0,0,0,0,0,0,0
231,241,415,1743,0,0,0,0,0,0,0
232,242,415,890,0,0,0,0,0,0,0
233,243,411,1230,0,0,0,0,0,0,0
234,244,417,1359,0,0,0,0,0,0,0
235,245,417,1210,0,0,0,0,0,0,0
236,246,417,4,0,0,0,0,0,0,0
237,247,420,1552,0,0,0,0,0,0,0
238,248,420,1168,0,0,0,0,0,0,0
239,249,411,739,0,0,0,0,0,0,0
240,250,411,1,0,0,0,0,0,0,0
241,251,414,1,0,0,0,0,0,0,0
242,252,414,3480,0,0,0,0,0,0,0
243,253,411,538,0,0,0,0,0,0,0
244,254,415,842,0,0,0,0,0,0,0
245,255,415,856,0,0,0,0,0,0,0
246,256,336,1950,0,0,0,0,0,0,0
247,257,469,1264,0,0,0,0,0,0,0
248,258,474,624,0,0,0,0,0,0,0
249,259,467,1216,0,0,0,0,0,0,0
250,260,455,2172,0,0,0,0,0,0,0
251,261,457,2172,0,0,0,0,0,0,0
252,262,472,624,0,0,0,0,0,0,0
253,263,368,1150,0,0,0,0,0,0,0
254,265,375,528,0,0,0,0,0,0,0
255,266,435,4480,0,0,0,0,0,0,0
256,267,423,2098,0,0,0,0,0,0,0
257,268,428,1686,0,0,0,0,0,0,0
258,269,372,859,0,0,0,0,0,0,0
259,270,370,1172,0,0,0,0,0,0,0
260,271,463,1680,0,0,0,0,0,0,0
261,272,466,778,0,0,0,0,0,0,0
262,273,335,1199,0,0,0,0,0,0,0
263,274,423,2366,0,0,0,0,0,0,0
264,275,461,1260,0,0,0,0,0,0,0
265,276,481,2940,0,0,0,0,0,0,0
266,277,439,4464,0,0,0,0,0,0,0
267,278,428,2745,0,0,0,0,0,0,0
268,279,422,1215,0,0,0,0,0,0,0
269,280,425,3752,0,0,0,0,0,0,0
270,281,437,1216,0,0,0,0,0,0,0
271,282,437,1211,0,0,0,0,0,0,0
272,283,422,1210,0,0,0,0,0,0,0
273,284,425,706,0,0,0,0,0,0,0
274,285,459,611,0,0,0,0,0,0,0
275,286,577,935,0,0,0,0,0,0,0
276,287,576,783,0,0,0,0,0,0,0
277,288,459,634,0,0,0,0,0,0,0
278,289,577,738,0,0,0,0,0,0,0
279,290,482,2940,0,0,0,0,0,0,0
280,291,478,2940,0,0,0,0,0,0,0
281,292,476,1656,0,0,0,0,0,0,0
282,293,484,960,0,0,0,0,0,0,0
283,294,484,960,0,0,0,0,0,0,0
284,295,570,3009,0,0,0,0,0,0,0
285,296,447,844,0,0,0,0,0,0,0
286,297,574,224,0,0,0,0,0,0,0
287,298,574,14,0,0,0,0,0,0,0
288,299,569,728,0,0,0,0,0,0,0
289,300,554,240,0,0,0,0,0,0,0
290,301,486,864,0,0,0,0,0,0,0
291,302,488,864,0,0,0,0,0,0,0
292,303,578,3040,0,0,0,0,0,0,0
293,304,553,480,0,0,0,0,0,0,0
294,305,569,377,0,0,0,0,0,0,0
295,306,574,224,0,0,0,0,0,0,0
296,307,572,484,0,0,0,0,0,0,0
297,308,574,217,0,0,0,0,0,0,0
298,309,572,345,0,0,0,0,0,0,0
299,310,446,765,0,0,0,0,0,0,0
300,311,569,394,0,0,0,0,0,0,0
301,312,572,209,0,0,0,0,0,0,0
302,313,446,80,0,0,0,0,0,0,0
303,314,581,2640,0,0,0,0,0,0,0
304,315,583,2640,0,0,0,0,0,0,0
305,316,550,2064,0,0,0,0,0,0,0
306,317,549,1092,0,0,0,0,0,0,0
307,318,548,2190,0,0,0,0,0,0,0
308,319,569,190,0,0,0,0,0,0,0
309,320,496,864,0,0,0,0,0,0,0
310,321,498,864,0,0,0,0,0,0,0
311,322,572,355,0,0,0,0,0,0,0
312,323,569,20,0,0,0,0,0,0,0
313,324,572,185,0,0,0,0,0,0,0
314,325,574,1,0,0,0,0,0,0,0
315,326,490,809,0,0,0,0,0,0,0
316,327,490,26,0,0,0,0,0,0,0
317,328,494,843,0,0,0,0,0,0,0
318,329,569,439,0,0,0,0,0,0,0
319,330,572,521,0,0,0,0,0,0,0
320,331,502,864,0,0,0,0,0,0,0
321,332,501,864,0,0,0,0,0,0,0
322,333,580,480,0,0,0,0,0,0,0
323,334,585,480,0,0,0,0,0,0,0
324,335,587,2640,0,0,0,0,0,0,0
325,336,504,859,0,0,0,0,0,0,0
326,338,451,688,0,0,0,0,0,0,0
327,339,453,848,0,0,0,0,0,0,0
328,340,590,4800,0,0,0,0,0,0,0
329,341,509,864,0,0,0,0,0,0,0
330,342,516,864,0,0,0,0,0,0,0
331,343,520,864,0,0,0,0,0,0,0
332,344,557,1884,0,0,0,0,0,0,0
333,345,555,2064,0,0,0,0,0,0,0
334,346,451,160,0,0,0,0,0,0,0
335,347,556,1038,0,0,0,0,0,0,0
336,348,558,1092,0,0,0,0,0,0,0
337,349,559,480,0,0,0,0,0,0,0
338,350,563,1464,0,0,0,0,0,0,0
339,351,564,1104,0,0,0,0,0,0,0
340,352,519,835,0,0,0,0,0,0,0
341,353,512,864,0,0,0,0,0,0,0
342,354,522,864,0,0,0,0,0,0,0
343,355,507,864,0,0,0,0,0,0,0
344,356,514,851,0,0,0,0,0,0,0
345,357,510,864,0,0,0,0,0,0,0
346,358,519,28,0,0,0,0,0,0,0
347,359,567,1092,0,0,0,0,0,0,0
348,360,561,1932,0,0,0,0,0,0,0
349,361,562,1104,0,0,0,0,0,0,0
350,362,525,864,0,0,0,0,0,0,0
351,363,528,864,0,0,0,0,0,0,0
352,364,533,864,0,0,0,0,0,0,0
353,365,534,864,0,0,0,0,0,0,0
354,366,527,868,0,0,0,0,0,0,0
355,367,530,864,0,0,0,0,0,0,0
356,368,607,1200,0,0,0,0,0,0,0
357,369,608,2400,0,0,0,0,0,0,0
358,370,609,1600,0,0,0,0,0,0,0
359,371,527,2,0,0,0,0,0,0,0
360,372,605,1196,0,0,0,0,0,0,0
361,373,611,2399,0,0,0,0,0,0,0
362,374,566,2064,0,0,0,0,0,0,0
363,375,561,258,0,0,0,0,0,0,0
364,376,565,612,0,0,0,0,0,0,0
365,377,536,848,0,0,0,0,0,0,0
366,378,538,848,0,0,0,0,0,0,0
367,379,540,848,0,0,0,0,0,0,0
368,380,542,848,0,0,0,0,0,0,0
369,381,544,848,0,0,0,0,0,0,0
370,382,546,848,0,0,0,0,0,0,0
371,383,619,540,0,0,0,0,0,0,0
372,384,623,540,0,0,0,0,0,0,0
373,385,628,532,0,0,0,0,0,0,0
374,386,631,540,0,0,0,0,0,0,0
375,387,632,720,0,0,0,0,0,0,0
376,388,640,720,0,0,0,0,0,0,0
377,389,645,720,0,0,0,0,0,0,0
378,390,648,720,0,0,0,0,0,0,0
379,391,664,1203,0,0,0,0,0,0,0
380,392,665,3227,0,0,0,0,0,0,0
381,393,682,2400,0,0,0,0,0,0,0
382,394,684,4800,0,0,0,0,0,0,0
383,395,687,3600,0,0,0,0,0,0,0
384,396,688,798,0,0,0,0,0,0,0
386,398,691,2999,0,0,0,0,0,0,0
387,399,692,793,0,0,0,0,0,0,0
389,401,694,960,0,0,0,0,0,0,0
390,402,695,2280,0,0,0,0,0,0,0
391,403,748,1800,0,0,0,0,0,0,0
392,404,748,1800,0,0,0,0,0,0,0
393,405,749,3600,0,0,0,0,0,0,0
394,406,747,2780,0,0,0,0,0,0,0
395,407,693,3086,0,0,0,0,0,0,0
396,408,696,1139,0,0,0,0,0,0,0
397,409,697,2387,0,0,0,0,0,0,0
398,410,697,1487,0,0,0,0,0,0,0
399,411,697,899,0,0,0,0,0,0,0
400,412,698,2384,0,0,0,0,0,0,0
401,413,746,2838,0,0,0,0,0,0,0
402,414,716,852,0,0,0,0,0,0,0
403,415,718,504,0,0,0,0,0,0,0
404,416,747,420,0,0,0,0,0,0,0
405,417,746,335,0,0,0,0,0,0,0
406,418,705,752,0,0,0,0,0,0,0
407,419,710,504,0,0,0,0,0,0,0
408,420,712,924,0,0,0,0,0,0,0
409,421,699,2796,0,0,0,0,0,0,0
410,422,705,252,0,0,0,0,0,0,0
411,425,710,492,0,0,0,0,0,0,0
412,426,712,84,0,0,0,0,0,0,0
413,427,720,252,0,0,0,0,0,0,0
414,428,705,4,0,0,0,0,0,0,0
415,429,710,12,0,0,0,0,0,0,0
416,430,714,1008,0,0,0,0,0,0,0
417,431,718,504,0,0,0,0,0,0,0
418,432,720,252,0,0,0,0,0,0,0
419,433,738,1008,0,0,0,0,0,0,0
420,434,720,504,0,0,0,0,0,0,0
421,435,726,1008,0,0,0,0,0,0,0
422,436,723,1008,0,0,0,0,0,0,0
423,437,724,1008,0,0,0,0,0,0,0
424,438,730,1008,0,0,0,0,0,0,0
425,439,732,1008,0,0,0,0,0,0,0
426,440,734,1008,0,0,0,0,0,0,0
427,441,736,870,0,0,0,0,0,0,0
428,442,741,1008,0,0,0,0,0,0,0
429,443,742,1008,0,0,0,0,0,0,0
430,444,691,600,0,0,0,0,0,0,0
431,445,728,852,0,0,0,0,0,0,0
432,446,693,698,0,0,0,0,0,0,0
433,447,744,972,0,0,0,0,0,0,0
434,448,755,540,0,0,0,0,0,0,0
435,449,760,540,0,0,0,0,0,0,0
436,450,763,630,0,0,0,0,0,0,0
437,451,764,630,0,0,0,0,0,0,0
438,452,769,648,0,0,0,0,0,0,0
439,453,771,648,0,0,0,0,0,0,0
440,454,777,840,0,0,0,0,0,0,0
441,455,699,745,0,0,0,0,0,0,0
442,456,700,561,0,0,0,0,0,0,0
443,457,784,2332,0,0,0,0,0,0,0
444,458,783,1945,0,0,0,0,0,0,0
445,459,700,40,0,0,0,0,0,0,0
446,460,784,445,0,0,0,0,0,0,0
447,461,798,3200,0,0,0,0,0,0,0
448,462,786,180,0,0,0,0,0,0,0
449,463,785,180,0,0,0,0,0,0,0
450,464,788,180,0,0,0,0,0,0,0
451,465,793,180,0,0,0,0,0,0,0
452,466,794,180,0,0,0,0,0,0,0
453,467,799,1800,0,0,0,0,0,0,0
454,468,791,180,0,0,0,0,0,0,0
455,469,790,180,0,0,0,0,0,0,0
456,470,789,180,0,0,0,0,0,0,0
457,471,792,180,0,0,0,0,0,0,0
458,472,787,180,0,0,0,0,0,0,0
459,473,795,800,0,0,0,0,0,0,0
460,474,797,3200,0,0,0,0,0,0,0
461,475,814,1054,0,0,0,0,0,0,0
462,476,813,438,0,0,0,0,0,0,0
463,477,803,1498,0,0,0,0,0,0,0
464,478,800,1002,0,0,0,0,0,0,0
465,479,802,1850,0,0,0,0,0,0,0
466,480,800,502,0,0,0,0,0,0,0
467,481,754,540,0,0,0,0,0,0,0
468,482,801,724,0,0,0,0,0,0,0
469,483,802,798,0,0,0,0,0,0,0
470,484,796,3480,0,0,0,0,0,0,0
471,485,796,120,0,0,0,0,0,0,0
472,486,804,1404,0,0,0,0,0,0,0
473,487,805,2052,0,0,0,0,0,0,0
474,488,806,1104,0,0,0,0,0,0,0
475,489,807,1404,0,0,0,0,0,0,0
476,490,808,1104,0,0,0,0,0,0,0
477,491,809,1210,0,0,0,0,0,0,0
478,492,812,1471,0,0,0,0,0,0,0
479,493,811,804,0,0,0,0,0,0,0
480,494,810,1021,0,0,0,0,0,0,0
481,495,809,300,0,0,0,0,0,0,0
482,496,812,17,0,0,0,0,0,0,0
483,497,810,1025,0,0,0,0,0,0,0
484,498,809,20,0,0,0,0,0,0,0
485,499,809,7,0,0,0,0,0,0,0
486,500,812,14,0,0,0,0,0,0,0
487,501,815,1896,0,0,0,0,0,0,0
488,502,816,1896,0,0,0,0,0,0,0
489,503,819,1506,0,0,0,0,0,0,0
490,504,826,1032,0,0,0,0,0,0,0
491,505,817,1506,0,0,0,0,0,0,0
492,506,818,1506,0,0,0,0,0,0,0
493,507,820,1506,0,0,0,0,0,0,0
494,508,821,1482,0,0,0,0,0,0,0
495,509,822,1032,0,0,0,0,0,0,0
496,510,824,1032,0,0,0,0,0,0,0
497,511,823,2084,0,0,0,0,0,0,0
498,512,823,1004,0,0,0,0,0,0,0
499,513,855,3022,0,0,0,0,0,0,0
500,514,863,3942,0,0,0,0,0,0,0
501,515,860,4024,0,0,0,0,0,0,0
502,516,842,1690,0,0,0,0,0,0,0
503,517,968,1315,0,0,0,0,0,0,0
504,518,968,197,0,0,0,0,0,0,0
505,519,968,1330,0,0,0,0,0,0,0
506,520,968,182,0,0,0,0,0,0,0
507,521,968,1364,0,0,0,0,0,0,0
508,522,968,148,0,0,0,0,0,0,0
509,523,968,1356,0,0,0,0,0,0,0
510,524,968,127,0,0,0,0,0,0,0
511,525,969,1399,0,0,0,0,0,0,0
512,526,969,217,0,0,0,0,0,0,0
513,527,971,843,0,0,0,0,0,0,0
514,528,971,43,0,0,0,0,0,0,0
515,529,850,2016,0,0,0,0,0,0,0
516,530,971,550,0,0,0,0,0,0,0
517,531,969,88,0,0,0,0,0,0,0
518,532,969,799,0,0,0,0,0,0,0
519,533,969,125,0,0,0,0,0,0,0
520,534,969,284,0,0,0,0,0,0,0
521,535,969,1417,0,0,0,0,0,0,0
522,536,971,494,0,0,0,0,0,0,0
523,537,971,758,0,0,0,0,0,0,0
524,538,971,322,0,0,0,0,0,0,0
525,539,845,3977,0,0,0,0,0,0,0
526,540,968,1,0,0,0,0,0,0,0
527,541,825,2056,0,0,0,0,0,0,0
528,542,871,960,0,0,0,0,0,0,0
529,543,873,960,0,0,0,0,0,0,0
530,544,939,2555,0,0,0,0,0,0,0
531,545,940,1698,0,0,0,0,0,0,0
532,546,940,761,0,0,0,0,0,0,0
533,547,876,960,0,0,0,0,0,0,0
534,548,878,960,0,0,0,0,0,0,0
535,549,880,960,0,0,0,0,0,0,0
536,550,882,762,0,0,0,0,0,0,0
537,551,883,522,0,0,0,0,0,0,0
538,552,884,486,0,0,0,0,0,0,0
539,553,901,960,0,0,0,0,0,0,0
540,554,903,960,0,0,0,0,0,0,0
541,555,905,960,0,0,0,0,0,0,0
542,556,907,960,0,0,0,0,0,0,0
543,557,909,960,0,0,0,0,0,0,0
544,558,931,540,0,0,0,0,0,0,0
545,559,932,900,0,0,0,0,0,0,0
546,560,933,1656,0,0,0,0,0,0,0
547,561,934,2412,0,0,0,0,0,0,0
548,562,971,893,0,0,0,0,0,0,0
549,563,971,54,0,0,0,0,0,0,0
550,564,971,852,0,0,0,0,0,0,0
551,565,935,1194,0,0,0,0,0,0,0
552,566,935,36,0,0,0,0,0,0,0
553,567,935,1327,0,0,0,0,0,0,0
554,568,936,1263,0,0,0,0,0,0,0
555,569,936,17,0,0,0,0,0,0,0
556,570,936,1216,0,0,0,0,0,0,0
557,571,936,1195,0,0,0,0,0,0,0
558,572,936,19,0,0,0,0,0,0,0
559,573,842,848,0,0,0,0,0,0,0
560,574,839,821,0,0,0,0,0,0,0
561,575,839,825,0,0,0,0,0,0,0
562,576,854,1256,0,0,0,0,0,0,0
563,577,863,16,0,0,0,0,0,0,0
564,578,860,16,0,0,0,0,0,0,0
565,579,854,630,0,0,0,0,0,0,0
566,580,939,990,0,0,0,0,0,0,0
567,581,977,711,0,0,0,0,0,0,0
568,582,979,413,0,0,0,0,0,0,0
569,583,979,42,0,0,0,0,0,0,0
570,584,977,394,0,0,0,0,0,0,0
571,585,977,690,0,0,0,0,0,0,0
572,586,977,947,0,0,0,0,0,0,0
573,587,977,854,0,0,0,0,0,0,0
574,588,974,415,0,0,0,0,0,0,0
575,589,974,40,0,0,0,0,0,0,0
576,590,972,1622,0,0,0,0,0,0,0
577,591,972,201,0,0,0,0,0,0,0
578,592,972,636,0,0,0,0,0,0,0
579,593,972,246,0,0,0,0,0,0,0
580,594,972,918,0,0,0,0,0,0,0
581,596,983,753,0,0,0,0,0,0,0
582,597,984,480,0,0,0,0,0,0,0
583,598,984,30,0,0,0,0,0,0,0
584,599,1003,2010,0,0,0,0,0,0,0
585,600,1003,618,0,0,0,0,0,0,0
586,601,1000,1253,0,0,0,0,0,0,0
587,602,1002,146,0,0,0,0,0,0,0
588,603,1000,1261,0,0,0,0,0,0,0
589,604,1007,1088,0,0,0,0,0,0,0
590,605,1007,1088,0,0,0,0,0,0,0
591,606,1017,2408,0,0,0,0,0,0,0
592,607,1017,808,0,0,0,0,0,0,0
594,609,1008,844,0,0,0,0,0,0,0
595,610,1008,845,0,0,0,0,0,0,0
596,611,1004,3813,0,0,0,0,0,0,0
597,612,1011,4,0,0,0,0,0,0,0
598,613,1011,1904,0,0,0,0,0,0,0
599,614,1008,693,0,0,0,0,0,0,0
600,615,1008,38,0,0,0,0,0,0,0
601,616,1016,3215,0,0,0,0,0,0,0
602,617,1004,1267,0,0,0,0,0,0,0
603,618,1011,166,0,0,0,0,0,0,0
604,619,1014,1440,0,0,0,0,0,0,0
606,621,1015,574,0,0,0,0,0,0,0
607,622,1030,1060,0,0,0,0,0,0,0
608,623,1031,1360,0,0,0,0,0,0,0
609,624,1035,1040,0,0,0,0,0,0,0
610,625,1035,315,0,0,0,0,0,0,0
611,626,1036,1360,0,0,0,0,0,0,0
612,627,1033,953,0,0,0,0,0,0,0
613,628,1032,1348,0,0,0,0,0,0,0
614,629,1038,346,0,0,0,0,0,0,0
615,630,1034,558,0,0,0,0,0,0,0
616,631,1034,279,0,0,0,0,0,0,0
617,632,1038,10,0,0,0,0,0,0,0
618,633,1033,107,0,0,0,0,0,0,0
619,634,1032,12,0,0,0,0,0,0,0
620,635,1037,682,0,0,0,0,0,0,0
621,636,1034,210,0,0,0,0,0,0,0
622,637,1057,1007,0,0,0,0,0,0,0
623,638,1038,410,0,0,0,0,0,0,0
624,639,1037,468,0,0,0,0,0,0,0
625,640,1063,1880,0,0,0,0,0,0,0
626,641,1060,1840,0,0,0,0,0,0,0
627,642,1059,1436,0,0,0,0,0,0,0
628,643,1061,2,0,0,0,0,0,0,0
629,644,1062,958,0,0,0,0,0,0,0
630,645,1093,1615,0,0,0,0,0,0,0
631,646,1094,2234,0,0,0,0,0,0,0
632,647,1092,400,0,0,0,0,0,0,0
633,648,1090,1936,0,0,0,0,0,0,0
634,649,1094,975,0,0,0,0,0,0,0
635,650,1061,1861,0,0,0,0,0,0,0
636,651,1062,928,0,0,0,0,0,0,0
637,652,1050,1007,0,0,0,0,0,0,0
638,653,1048,1008,0,0,0,0,0,0,0
639,654,1062,1,0,0,0,0,0,0,0
640,655,1093,3168,0,0,0,0,0,0,0
641,656,1051,935,0,0,0,0,0,0,0
642,657,1039,1008,0,0,0,0,0,0,0
643,658,1043,1008,0,0,0,0,0,0,0
644,659,1051,68,0,0,0,0,0,0,0
645,660,1056,1007,0,0,0,0,0,0,0
646,661,1053,1004,0,0,0,0,0,0,0
647,662,1092,429,0,0,0,0,0,0,0
648,663,1015,210,0,0,0,0,0,0,0
649,664,1089,717,0,0,0,0,0,0,0
650,665,1088,2413,0,0,0,0,0,0,0
651,666,1091,1933,0,0,0,0,0,0,0
652,667,1098,1930,0,0,0,0,0,0,0
653,668,1098,4,0,0,0,0,0,0,0
654,669,1089,1693,0,0,0,0,0,0,0
655,670,1095,4,0,0,0,0,0,0,0
656,671,1096,4,0,0,0,0,0,0,0
657,672,1097,1,0,0,0,0,0,0,0
658,673,1099,4,0,0,0,0,0,0,0
659,674,1099,807,0,0,0,0,0,0,0
660,675,1095,1129,0,0,0,0,0,0,0
661,676,1097,880,0,0,0,0,0,0,0
662,677,1105,657,0,0,0,0,0,0,0
663,678,1096,2323,0,0,0,0,0,0,0
664,679,1097,1055,0,0,0,0,0,0,0
665,680,1095,1298,0,0,0,0,0,0,0
666,681,1115,888,0,0,0,0,0,0,0
667,682,1112,1008,0,0,0,0,0,0,0
668,683,1118,1028,0,0,0,0,0,0,0
669,684,1113,1014,0,0,0,0,0,0,0
670,685,1109,1008,0,0,0,0,0,0,0
671,686,1105,1278,0,0,0,0,0,0,0
672,687,1104,1293,0,0,0,0,0,0,0
673,688,1155,1576,0,0,0,0,0,0,0
674,689,1106,802,0,0,0,0,0,0,0
675,690,1104,634,0,0,0,0,0,0,0
676,691,1154,4,0,0,0,0,0,0,0
677,692,1106,6,0,0,0,0,0,0,0
678,693,1102,4,0,0,0,0,0,0,0
679,694,1103,1,0,0,0,0,0,0,0
680,695,1155,203,0,0,0,0,0,0,0
681,696,1154,699,0,0,0,0,0,0,0
682,697,1103,1254,0,0,0,0,0,0,0
683,698,1102,425,0,0,0,0,0,0,0
684,699,1103,1158,0,0,0,0,0,0,0
685,700,1154,1058,0,0,0,0,0,0,0
686,701,1156,1777,0,0,0,0,0,0,0
687,702,1153,1780,0,0,0,0,0,0,0
688,703,1102,494,0,0,0,0,0,0,0
689,704,1152,800,0,0,0,0,0,0,0
690,705,1102,1208,0,0,0,0,0,0,0
691,706,1102,272,0,0,0,0,0,0,0
692,707,1152,4,0,0,0,0,0,0,0
